dPSIZ	SR-	SR+	FAS6-	FAS6+	MES	dMES	MES+	MES-	MEC-MC?	MEC-CS?	MES-KM?	PESE-	PESE+	PESS-	PESS+
-0.502	0.0233	0.0455	0.0	0.0	3.65	8.37		8.37	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-1.976	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0769	0.0	0.0	0.0
-1.041	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.1429	0.0
2.026	0.0	0.0263	0.0	0.0	3.68	1.39	-1.39	1.39	0.0	1.0	0.0	0.0	0.0	0.1429	0.0
-0.637	0.0286	0.0811	0.0	0.0	4.77	0.29	-0.29	0.29	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-1.418	0.0	0.0	0.0	0.0	7.58	7.54		7.54	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.958	0.0	0.027	0.0	0.0	7.58	0.35	-0.35	0.35	0.0	1.0	0.0	0.0	0.0	0.0952	0.0
1.114	0.0	0.0323			2.62	4.03	4.03		0.0	1.0	0.0	0.0	0.0	0.0	0.0
-1.376	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.305	0.0	0.0238	0.0	0.0	5.33	7.95	7.95	6.51	0.0	1.0	0.0	0.0	0.0	0.0	0.0
0.89	0.0625	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0714	0.0	0.0
0.783	0.0	0.0	0.0	0.0	3.61	0.98	-0.98	0.98	0.0	1.0	0.0	0.0	0.0	0.0	0.0
0.535	0.0	0.0	0.0	0.0	2.15	0.74		0.74	0.0	1.0	0.0	0.2222	0.0	0.0	0.0
-0.351	0.0286	0.0145	0.0	0.0	4.8	8.37		8.37	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.806	0.0	0.0025	0.0	0.0					0.0	0.0	0.0	0.0103	0.0	0.0	0.0
-0.62	0.0	0.0	0.0	0.0256					0.0	0.0	0.0	0.0052	0.0	0.0	0.0244
0.194	0.0	0.0025	0.0256	0.0	2.92	2.81		2.81	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.284	0.005	0.0	0.0	0.0	3.45	0.5	0.5	-0.5	0.0	1.0	0.0	0.0103	0.0	0.0	0.0
-0.402	0.0	0.005	0.0	0.0	2.52	8.37	8.37		0.0	1.0	0.0	0.0	0.0052	0.0	0.0
0.16	0.0025	0.0025	0.0	0.0	3.47	1.13	1.13	-1.13	0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.0024	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0076	2.41	0.21	-0.21	0.21	0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.0024	0.0	0.0	0.0					0.0	0.0	0.0	0.0023	0.0	0.0	0.0
	0.0024	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0036
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0	5.73	8.37	8.37		0.0	1.0	0.0	0.0	0.0023	0.0	0.0
	0.0012	0.0	0.0	0.0	8.46	0.19	-0.19	0.19	0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0152	7.44	6.4	6.4	3.49	0.0	1.0	0.0	0.0	0.0	0.0036	0.0
-0.741	0.0253	0.0253	0.0	0.0	4.74	8.37	1.41	8.37	1.0	1.0	0.0	0.0	0.0741	0.0	0.0
-1.959	0.0	0.0	0.0	0.0	8.08	8.36	-3.41	8.36	0.0	1.0	1.0	0.0667	0.0	0.0	0.0
-0.017	0.0	0.0	0.0	0.0	3.75	2.94		2.94	0.0	1.0	0.0	0.0625	0.0	0.0	0.2
0.325	0.0323	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.1176	0.0	0.0
0.848	0.0	0.0	0.0	0.0	9.34	0.46	0.46	-0.46	0.0	0.0	1.0	0.0	0.0	0.0	0.0
0.013	0.0	0.0045	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.012	0.0045	0.0045	0.0	0.0					0.0	0.0	0.0	0.0142	0.0071	0.0	0.0
-0.021	0.0	0.0045	0.0	0.0	2.27	0.12	-0.12	0.12	0.0	1.0	0.0	0.0142	0.0	0.0	0.0
-0.102	0.0133	0.0	0.0	0.0					0.0	0.0	0.0	0.028	0.0	0.0	0.0
-0.029	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.028	0.0	0.0	0.0
-0.051	0.0	0.0045	0.0	0.0					0.0	0.0	0.0	0.0	0.0071	0.0	0.0
0.014	0.0045	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.042	0.0045	0.0045	0.0	0.0417					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.029	0.0	0.0	0.0	0.25	8.27	8.37	8.26	8.37	1.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.204	0.0	0.0357	0.0	0.3333	2.36	8.36	8.36		0.0	1.0	0.0	0.0	0.0909	0.0	0.0
-1.051	0.0455	0.0	0.0	0.0					0.0	0.0	0.0	0.0357	0.0	0.0	0.125
0.438	0.0286	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.658	0.0	0.25	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
-1.083	0.0	0.0465	0.0	0.0					0.0	0.0	0.0	0.2143	0.0	0.0	0.0
-1.047	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.12	0.0		
0.545	0.0	0.0357	0.0	0.0					0.0	0.0	0.0	0.1852	0.0		
-0.224	0.0	0.0278	0.0	0.0	7.29	0.28	0.28	-0.28	0.0	1.0	0.0	0.0606	0.0		
	0.0019	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.566	0.0	0.0071	0.0	0.0					0.0	0.0	0.0	0.0	0.0149	0.0	0.0
0.222	0.0	0.0			5.61	0.16	-0.16	0.16	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.004	0.0	0.0	0.2	0.0	2.28	0.9		0.9	0.0	1.0	0.0			0.0	0.0
	0.0303	0.0303	0.0	0.0					0.0	0.0	0.0	0.0909	0.0	0.0	0.0
	0.1429	0.0	0.0	0.1667	3.08	7.9	7.9		0.0	1.0	0.0	0.0556	0.0	0.0	0.0
-1.152	0.05	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.25	0.0
-0.17	0.0	0.0435	0.0	0.0	2.52	0.26	-0.26	0.26	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.427	0.0	0.0	0.0	0.3333					0.0	0.0	0.0	0.5	0.0		
1.007	0.0	0.0345		1.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-2.467	0.1765	0.0							0.0	0.0	0.0	0.0	0.0		
-1.821	0.0833	0.0833	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.387	0.0	0.2222	0.0	0.0					0.0	0.0	0.0	0.25	0.25	0.0	0.0
1.011	0.0909	0.0909	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
1.85	0.0	0.1	0.0	0.0					0.0	0.0	0.0		1.0	0.0	0.0
1.535	0.0	0.0909	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.666	0.0	0.1429	0.0	0.0					0.0	0.0	0.0			0.0	0.0
2.627	0.0455	0.0455	0.0	0.0					0.0	0.0	0.0	0.0	0.25		
-2.931	0.0	0.0909	0.0	0.0					0.0	0.0	0.0	0.0	0.0		1.0
0.459	0.05	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.003	0.006	0.0	0.0					0.0	0.0	0.0	0.0	0.0131	0.0	0.0
	0.0	0.006	0.0	0.0	7.3	8.04	4.21	8.04	1.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.006	0.003	0.0	0.0	5.25	1.54	-1.54	1.54	0.0	1.0	0.0	0.0	0.0	0.0	0.0
0.384	0.0	0.0	0.0	0.0	4.97	1.1	1.1	-1.1	0.0	1.0	0.0	0.0	0.0	0.2	0.0
0.397	0.0061	0.0	0.08	0.0	3.28	7.76		7.76	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0.667	0.0	0.0061	0.0	0.0					0.0	0.0	0.0	0.0	0.0215	0.0588	0.0
	0.0101	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.379	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.1	0.0	0.0
0.387	0.0	0.1429	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.154	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0625	0.0	0.0
-0.594	0.0625	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.968	0.0	0.125			3.24	8.36	8.36	4.77	1.0	1.0	0.0	0.0909	0.0	0.0	0.0
	0.0043	0.0	0.0	0.0	3.59	17.73	17.73		0.0	1.0	0.0	0.0	0.0	0.0073	0.0
	0.0043	0.0	0.0	0.0	8.94	6.16	6.16	-6.16	0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.0022	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0022	0.0	0.0					0.0	0.0	0.0	0.0052	0.0	0.0	0.0
	0.0	0.0065	0.0	0.0	8.42	0.81	-0.81	0.81	0.0	1.0	0.0	0.0052	0.0052	0.0	0.0
	0.0022	0.0	0.0152	0.0					0.0	0.0	0.0	0.0153	0.0	0.0	0.0
2.466	0.0556	0.0556	0.5	0.0					0.0	0.0	0.0	0.0	0.0	0.4	0.0
	0.0	0.0	0.0	0.0	3.7	4.27	4.27		0.0	1.0	0.0	0.0	0.0023	0.0	0.0
	0.0011	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0011	0.0	0.0	0.0	3.8	7.95	7.95		0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0033	0.0	0.0	2.19	0.54		0.54	0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0	3.09	5.72		5.72	0.0	1.0	0.0	0.0023	0.0023	0.0	0.0
	0.0011	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0023	0.0	0.0
	0.0328	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0222	0.0	0.0
	0.0	0.0035	0.0	0.0	5.13	0.7	-0.7	0.7	0.0	1.0	0.0	0.0	0.0076	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.558	0.0435	0.0435	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.2143	0.0833
-1.005	0.0	0.0	0.0	0.3333					0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.36	0.0	0.0556	0.0	0.0					0.0	0.0	0.0	0.0	0.0667	0.0	0.0
1.798	0.0	0.0							0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0435	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0065	0.0	0.0	0.0	3.71	0.27	-0.27	0.27	0.0	1.0	0.0	0.0	0.025	0.0	0.0
-1.246	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.2	0.0	0.0
2.07	0.0526	0.0526	0.0	0.2857	4.71	8.36		8.36	0.0	1.0	0.0	0.0	0.2	0.0	0.0
2.626	0.0	0.0	0.3333	0.0					0.0	0.0	0.0	0.2	0.1111		
1.811	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-2.936	0.0	0.1429	0.0	0.0	2.54	0.9		0.9	0.0	1.0	0.0	0.2308	0.0		
-1.89	0.0	0.0435	0.0	0.0	4.14	8.36	8.36	7.57	1.0	1.0	0.0	0.0	0.0		
-0.73	0.0278	0.0	0.0	0.2					0.0	0.0	0.0	0.0833	0.1538	0.0	0.0
-1.672	0.0	0.1429	0.0	0.0	6.17	8.36	8.36	1.44	1.0	1.0	0.0	0.1765	0.0	0.0	0.0
-0.46	0.0	0.0217	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0104	0.0206	0.0	0.0667	7.47	7.76	7.76		0.0	1.0	0.0	0.0	0.0	0.0	0.0
-2.442	0.0	0.0	0.0	0.6667					0.0	0.0	0.0	0.1	0.0		
2.095	0.0312	0.0	0.0	0.0	3.18	8.37		8.37	0.0	1.0	0.0	0.0667	0.1765		
1.095	0.0455	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.2222	0.0	0.0
2.393	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
1.719	0.087	0.0455	0.0	0.0					0.0	0.0	0.0	0.0833	0.0	0.0	0.0
-0.945	0.0	0.0	0.0	0.1667	5.51	6.53	6.53		0.0	1.0	0.0	0.0909	0.0		
-1.016	0.0	0.0	0.0	0.0	9.25	1.89	-1.89	1.89	0.0	0.0	1.0	0.0	0.0		
-0.616	0.0	0.0							0.0	0.0	0.0			0.0	0.0
-0.147	0.0	0.0106	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.881	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-2.429	0.0833	0.0833	0.0	0.0	8.57	0.36	0.36	-0.36	0.0	1.0	0.0	0.0	0.0		
-0.481	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0312	0.0	0.0
-0.569	0.0	0.0	0.0	0.0	9.76	7.33	-7.33	7.33	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.346	0.0	0.0435							0.0	0.0	0.0			0.0	0.0714
-1.232	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.04	0.0333	0.0	0.0	0.0					0.0	0.0	0.0	0.0909	0.0	0.0	0.0
-0.716	0.0	0.1818							0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.773	0.1111	0.0	0.0	0.0	3.0	8.75		8.75	0.0	1.0	0.0	0.0	0.3333	0.0	0.0
	0.0	0.0	0.0	0.0	3.82	6.5	6.5		0.0	1.0	0.0	0.0	0.0	0.0	0.0
0.204	0.0	0.0	0.0	0.0513					0.0	0.0	0.0	0.0	0.0	0.0526	0.0
0.11	0.0769	0.0769			7.01	8.75		8.75	0.0	1.0	0.0	0.1667	0.0909	0.0	0.0
-2.101	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.527	0.0	0.0	0.0	0.0	7.8	2.24	-2.24	2.24	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2.559	0.0	0.0		1.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0	4.97	0.47	0.47	-0.47	0.0	1.0	0.0	0.0	0.0	0.0	0.0065
0.889	0.0909	0.0	0.0	0.0					0.0	0.0	0.0	0.1429	0.0	0.0	0.0
-0.554	0.0	0.1	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.379	0.0476	0.0			5.02	8.75		8.75	0.0	1.0	0.0	0.0	0.3333	0.0	0.0
0.556	0.0	0.027	0.0	0.0					0.0	0.0	0.0	0.0385	0.0	0.0	0.0
1.012	0.0	0.1667	0.0	0.0					0.0	0.0	0.0	0.0	0.1053	0.0	0.0
-0.258	0.0435	0.0	0.0	0.5	6.39	1.58	1.58	-1.58	0.0	1.0	0.0	0.0769	0.0		
-0.686	0.0	0.0	0.0	0.0					0.0	0.0	0.0			0.0	0.6667
-0.979	0.0	0.0	0.0	0.0					0.0	0.0	0.0				
0.955	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.854	0.0	0.0	0.0	0.0	2.56	1.72	1.72		0.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.953	0.0	0.0	0.0	0.0	4.71	4.4	4.4		0.0	1.0	0.0	0.0	0.0	0.0	0.0
0.499	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.1667	0.0
-2.165	0.0	0.0303			10.07	1.59	1.59	-1.59	0.0	1.0	0.0	0.0	0.0		
-0.869	0.0323	0.0323	0.0	0.0					0.0	0.0	0.0	0.2667	0.0		
-0.229	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.505	0.0039	0.0039	0.0	0.0					0.0	0.0	0.0	0.0	0.007	0.0	0.0
0.653	0.0	0.0039	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-2.162	0.0667	0.0	0.0	0.0					0.0	0.0	0.0	0.0769	0.0	0.0	0.0
-0.6	0.0	0.0769							0.0	0.0	0.0	0.0909	0.0		
0.796	0.0	0.0	0.0	0.0	6.37	9.49		9.49	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.428	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.009	0.0	0.0	0.0	0.0	12.71	0.62	-0.62	0.62	0.0	1.0	0.0	0.0	0.0	0.25	0.0
0.449	0.0909	0.0	0.0	0.0	6.49	7.64	7.64		0.0	1.0	0.0	0.0	0.0		
-0.528	0.0	0.0909	0.0	0.0	4.07	3.45	3.45		0.0	1.0	0.0	0.5	0.0	0.0	0.0
-1.04	0.0	0.0	0.0	0.2					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.27	0.05	0.0	0.0	0.2					0.0	0.0	0.0	0.0	0.0	0.0714	0.0
0.374	0.0455	0.0455	0.3333	0.0	7.63	8.37	3.11	8.37	1.0	1.0	0.0	0.0	0.0	0.0	0.0
-1.634	0.0476	0.0	0.0	0.5					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.359	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.1429	0.0
	0.0042	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0085	0.0	0.0
1.941	0.0	0.0769	0.0	0.0					0.0	0.0	0.0			0.0	0.0
1.717	0.0435	0.0435							0.0	0.0	0.0	0.125	0.0	0.0	0.0
2.354	0.0435	0.0435							0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.322	0.0067	0.0	0.0	0.0	7.37	0.51	0.51	-0.3	0.0	1.0	0.0	0.0	0.0	0.0	0.0185
0.24	0.0	0.0	0.0	0.0	5.35	8.37	8.37	6.96	1.0	1.0	0.0	0.0	0.0063	0.0	0.0
-2.314	0.0571	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
	0.0065	0.0032	0.0	0.0	4.35	8.04	7.85	8.04	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0.7	0.0208	0.0208	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.51	0.1	0.0							0.0	0.0	0.0	0.0	0.0		
-0.392	0.0213	0.0213			2.89	0.85	-0.85	0.85	0.0	1.0	0.0	0.0	0.0	0.0	0.3333
0.125	0.0	0.0			4.55	0.43	-0.43	0.43	0.0	1.0	0.0	0.0	0.0	0.0	0.0
0.14	0.0	0.0345	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.562	0.125	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.5	0.0
-1.345	0.0	0.0333	0.0	0.0	3.9	7.76	7.76		0.0	1.0	0.0	0.0714	0.0	0.0	0.0
1.52	0.0299	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.597	0.0476	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.1333	0.0
-2.201	0.0	0.0			5.31	5.73		5.73	0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.0103	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0286	0.0	0.0
-1.622	0.0	0.0	0.0	0.0	7.31	1.42	1.42	-1.42	0.0	1.0	0.0	0.02	0.0	0.0	0.0
-0.876	0.0	0.0	0.0	0.0	8.71	0.42	0.42	-0.42	0.0	1.0	0.0	0.0	0.0	0.0	0.25
0.507	0.0	0.027	0.0	0.0	4.46	0.36	-0.36	0.36	0.0	1.0	0.0	0.0	0.0741	0.0	0.0
-0.144	0.0667	0.0667			3.9	8.37	8.37	6.85	1.0	1.0	0.0	0.0	0.0769		
	0.0023	0.0023	0.0	0.0					0.0	0.0	0.0	0.0063	0.0	0.0	0.0
0.422	0.0192	0.0	0.0	0.0					0.0	0.0	0.0	0.0303	0.0588	0.0	0.0
-1.366	0.0345	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-2.898	0.0	0.0	0.0	0.0	8.39	5.15	-5.15	5.15	0.0	1.0	0.0	0.0	0.0	0.0	0.005
-1.245	0.0333	0.0333	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.714	0.0	0.0							0.0	0.0	0.0	0.2353	0.0	0.0	0.0
0.491	0.0526	0.0	0.0	0.0	4.64	8.36	4.47	8.36	1.0	1.0	0.0	0.0	0.0		
-1.525	0.0244	0.0244	0.0	0.0	6.54	3.95	3.95	-3.95	0.0	1.0	0.0	0.0	0.0		
2.838	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.2667		
-0.305	0.0	0.0	0.0	0.0	3.25	0.58	-0.58	0.58	0.0	1.0	0.0	0.0	0.0	0.0	0.4
0.557	0.1	0.0357	0.0	0.0	4.48	6.83		6.83	0.0	1.0	0.0	0.0	0.0588	0.0	0.0
-0.286	0.0074	0.0	0.0	0.0					0.0	0.0	0.0	0.0345	0.0	0.0	0.0
2.476	0.0	0.1429			3.43	1.11	-1.11	1.11	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-1.503	0.0714	0.0714	0.0	0.0					0.0	0.0	0.0	0.0625	0.0	0.0	0.0
-1.589	0.0526	0.0	0.0	0.0	5.56	0.44	0.44	-0.44	0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0052	0.0	0.0					0.0	0.0	0.0	0.0	0.0215	0.0	0.0
	0.0052	0.0	0.0	0.0	3.58	0.47	-0.47	0.47	0.0	1.0	0.0	0.0109	0.0	0.0	0.0
	0.0058	0.0019	0.0	0.0	3.48	8.75	7.96	8.75	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0.571	0.0833	0.0							0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.293	0.0476	0.0			8.17	6.18		6.18	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-1.07	0.0	0.0	0.0	0.2					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.961	0.0833	0.0	0.0	0.0	5.71	5.62	5.62		0.0	1.0	0.0	0.0	0.0	0.0	0.0
0.447	0.0	0.0	0.0	0.0	6.66	0.11	-0.11	0.11	0.0	1.0	0.0	0.0	0.0	0.0	0.0
0.668	0.0	0.0	0.1111	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.38	0.0667	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.047	0.0	0.1	0.0	0.0					0.0	0.0	0.0	0.0	0.4444	0.0	0.0
	0.001	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.572	0.0	0.0	0.0	0.0	6.42	2.35	-2.35	2.35	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.534	0.1429	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.2727	0.0	0.0
-0.587	0.0244	0.0244	0.0	0.0	2.66	0.11	0.11	-0.11	0.0	1.0	0.0	0.0714	0.0	0.0833	0.0
-1.238	0.0	0.0	0.0	0.25					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.395	0.0256	0.013	0.0	0.0					0.0	0.0	0.0	0.0	0.087	0.0	0.0
-1.213	0.0286	0.0556	0.0	0.0					0.0	0.0	0.0	0.1111	0.0	0.0	0.0
-2.211	0.0	0.0	0.0	0.0	5.19	1.8	1.8	-1.8	0.0	1.0	0.0	0.0	0.0		
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.1	0.0	0.0
	0.0	0.0044	0.0	0.0	2.81	0.59	-0.59	0.59	0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.001	0.0	0.0	0.0	6.3	0.42	-0.42	0.42	0.0	1.0	0.0	0.0	0.0	0.0	0.0023
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0018	0.0	0.0
	0.0031	0.0	0.0	0.0					0.0	0.0	0.0	0.0055	0.0018	0.0	0.0
	0.001	0.0	0.0	0.0					0.0	0.0	0.0	0.0036	0.0	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0018	0.0018	0.0	0.0
	0.0	0.001	0.0	0.0	2.23	0.49		0.49	0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.001	0.001	0.0	0.0					0.0	0.0	0.0	0.0036	0.0	0.0	0.0
	0.0	0.001	0.0	0.0047					0.0	0.0	0.0	0.0	0.0018	0.0	0.0
	0.001	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.001	0.0	0.0	0.0	3.91	0.24	-0.24	0.24	0.0	1.0	0.0	0.0018	0.0	0.0	0.0
	0.0	0.002	0.0	0.0	2.93	0.56	0.56	-0.56	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.59	0.0	0.0345	0.0	0.0					0.0	0.0	0.0	0.0	0.0556	0.0	0.0
0.36	0.0	0.0833			7.05	0.68	-0.68	0.68	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-1.781	0.2	0.2727	0.0	0.0					0.0	0.0	0.0	0.0	0.2	0.0	0.0
-1.954	0.08	0.0	0.0	0.0	3.56	2.65	2.65		0.0	1.0	0.0	0.0909	0.0		
0.016	0.0	0.0247	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.313	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.2857	0.0	0.0	0.0
	0.0	0.0038	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.475	0.0625	0.0			11.11	3.58	3.43	3.58	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.958	0.0588	0.0							0.0	0.0	0.0	0.0	0.0		
-0.943	0.0137	0.0	0.0	0.0	4.75	6.21		6.21	0.0	1.0	0.0	0.0	0.0		
-0.8	0.027	0.0	0.0	0.0					0.0	0.0	0.0	0.1154	0.0		
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.05		
	0.0011	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0022	0.0011	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.433	0.0588	0.0	0.0	0.0					0.0	0.0	0.0	0.2	0.0	0.0	0.0
-0.278	0.0087	0.0087	0.0	0.0	5.1	1.96	1.96	-1.96	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.859	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.2	0.0	0.0
0.346	0.0	0.0	0.0	0.0	6.28	1.32	1.32	-1.32	0.0	1.0	0.0	0.0	0.1667	0.0	0.0
	0.0	0.0	0.2308	0.0	2.24	1.71	1.71		0.0	1.0	0.0	0.0	0.0	0.125	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
