priPhCons	mamPhCons	verPhCons	priPhyloP	mamPhyloP	verPhyloP	GerpS
0.564	0.373	0.469	0.53	-0.28	-0.264	-2.19
0.958	0.766	0.39	-0.369	-1.767	-1.169	-10.3
0.878	0.931	0.783	0.479	-0.911	-0.619	-4.55
0.995	0.999	0.998	0.557	0.077	0.158	-1.21
0.849	1.0	0.998	-0.378	0.42	0.152	0.215
0.793	0.999	1.0	0.45	0.673	2.358	2.7
0.165	0.635	0.84	0.557	0.468	1.15	2.74
0.154	0.0	0.0	0.455	-0.565	-0.373	-2.67
0.004	0.959	0.961	-0.15	-0.041	0.52	1.29
0.006	0.0	0.0	-0.14	0.096	0.108	0.587
0.69	0.988	0.942	-0.343	0.125	-0.352	0.103
0.1	0.08	0.046	-3.695	-3.608	-2.92	-9.94
0.146	0.992	0.968	-0.14	-0.149	-0.281	-1.37
0.969	0.38	0.599	-0.415	-1.328	-1.039	-4.77
0.975	0.987	0.986	0.455	-0.613	-0.11	-3.81
0.78	0.001	0.0	-0.269	-0.165	-0.195	-1.7
0.998	0.999	0.979	0.581	0.629	0.41	1.88
0.996	1.0	0.999	0.587	0.547	0.269	1.79
0.998	0.535	0.983	0.651	0.392	0.883	2.61
0.997	1.0	1.0	0.559	2.547	0.753	4.57
0.966	0.99	0.999	0.651	0.236	0.631	2.04
0.968	0.958	0.831	0.557	0.018	-0.08	-0.113
0.206	0.002	0.002	-0.223	-2.148	-1.175	-8.7
0.398	0.993	0.943	-0.801	-0.354	-0.42	-0.458
0.812	1.0	1.0	0.486	1.141	0.962	3.25
0.171	0.914	0.405	0.457	0.491	0.069	-0.526
0.673	0.994	0.958	-0.759	-0.196	-0.172	-1.01
0.991	1.0	1.0	-0.144	0.609	1.122	2.95
0.983	0.999	0.925	0.45	0.13	-0.401	-1.06
0.906	0.019	0.0	-0.981	-2.474	-3.25	-10.5
0.994	1.0	1.0	-0.223	0.989	2.268	3.83
0.871	0.025	0.001	-1.579	-3.628	-3.587	-9.28
0.968	0.935	0.838	0.53	-1.207	-1.105	-8.21
0.998	1.0	1.0	0.557	0.87	0.828	2.25
0.839	0.987	1.0	-0.332	0.046	0.945	0.325
0.998	1.0	0.999	0.55	0.5	0.268	1.73
0.998	0.999	0.995	0.55	0.118	0.032	0.614
0.848	0.973	0.077	-0.83	-0.674	-1.174	-3.72
0.262	0.221	0.005	-1.244	-3.882	-3.812	-8.31
0.668	0.954	0.089	-1.694	0.023	-0.309	0.796
0.734	0.997	0.403	-0.484	0.116	0.101	1.44
0.55	0.993	0.993	-0.376	-0.227	0.024	-0.0251
0.624	0.988	0.868	-0.863	-0.584	-0.569	-3.7
0.867	1.0	1.0	0.651	1.475	1.534	4.08
0.973	1.0	1.0	0.645	2.691	1.486	5.17
0.017	0.997	0.005	-0.378	-0.094	-0.481	0.587
0.009	0.112	0.017	-0.298	-0.004	0.067	-0.524
0.917	0.98	0.999	0.557	-0.071	0.346	1.16
0.608	0.133	0.072	0.557	0.319	0.521	2.96
0.978	1.0	0.999	0.651	2.513	1.299	4.84
0.763	0.88	0.873	-0.331	0.374	0.241	0.965
0.999	1.0	0.999	0.651	0.576	0.214	2.91
0.991	1.0	0.988	-0.146	0.339	-0.006	1.02
0.987	0.862	0.152	-0.161	-0.956	-1.309	-5.35
0.997	1.0	1.0	0.651	1.53	1.685	3.05
0.984	0.999	1.0	0.651	0.357	1.102	1.91
0.999	1.0	0.991	0.651	0.545	-0.048	2.04
0.0	0.0	0.0	-1.063	-1.232	-1.17	-6.05
0.703	1.0	0.929	0.651	1.232	0.182	3.16
0.994	0.983	0.757	0.53	-0.163	-0.694	-2.25
0.209	0.008	0.001	-0.446	-0.043	0.184	1.11
0.983	0.827	0.999	0.478	-0.255	0.245	-2.0
0.89	0.99	0.996	-0.332	-0.323	0.098	-0.619
0.97	0.999	0.999	0.645	0.077	0.385	0.152
0.933	1.0	1.0	0.651	0.913	1.357	2.96
0.951	0.007	0.003	0.645	-0.239	-0.426	-3.55
0.996	1.0	0.999	0.645	0.697	0.356	2.32
0.986	0.999	0.999	0.525	0.431	1.076	3.34
0.397	0.93	0.802	-1.256	-0.237	0.479	-0.446
0.373	0.989	0.998	0.645	0.762	0.67	2.56
0.007	0.001	0.0	-1.149	-2.316	-2.393	-11.6
0.985	0.999	0.997	0.645	1.436	0.342	3.83
0.002	0.046	0.999	-0.218	0.311	0.515	1.66
0.001	0.0	0.011	-0.924	-2.583	-1.136	-10.5
0.995	1.0	1.0	0.478	0.486	0.513	1.69
0.996	0.999	0.995	0.651	0.295	0.066	2.87
0.998	1.0	1.0	0.455	2.314	1.691	5.74
0.895	1.0	1.0	0.581	2.592	2.932	4.34
0.933	0.987	0.998	0.639	-0.328	0.244	-1.48
0.956	0.013	0.0	-1.14	-2.98	-2.972	-10.9
0.997	1.0	1.0	0.574	1.24	2.681	4.61
0.981	0.938	1.0	0.559	0.265	1.047	2.69
0.394	0.984	0.998	-0.191	0.781	1.305	3.92
0.924	0.913	0.781	0.521	-1.24	-0.691	-6.88
0.816	0.994	1.0	0.645	2.759	2.406	5.84
0.969	0.982	0.982	0.525	-0.072	0.312	-0.864
0.014	0.116	0.323	-0.898	-2.352	-1.262	-9.8
0.471	0.003	0.0	-0.309	-1.522	-0.983	-6.04
0.264	0.999	0.989	-1.342	0.217	-0.087	-0.154
0.605	0.023	0.251	0.559	-1.023	-0.632	-6.71
0.985	0.999	0.999	0.651	2.709	4.387	5.78
0.994	0.005	0.385	0.651	0.733	1.981	3.94
0.952	0.999	0.995	0.53	0.069	-0.069	-0.0208
0.263	0.999	0.799	0.559	1.431	0.651	3.52
0.321	0.03	0.009	-0.869	-1.915	-1.407	-7.13
0.989	1.0	1.0	-0.264	1.452	1.401	3.89
0.717	0.038	0.009	-0.375	-0.429	-0.039	-4.09
0.836	0.81	0.339	-0.307	-1.052	-1.094	-5.78
0.107	0.08	0.007	0.559	0.464	0.003	1.39
0.571	0.203	0.129	-0.906	0.134	0.107	0.886
0.962	1.0	1.0	-0.144	1.452	2.004	4.92
0.065	0.019	0.006	-0.176	-0.151	-0.419	-0.978
0.617	0.998	0.997	0.457	0.344	-0.001	0.0863
0.793	0.086	0.313	0.457	-0.06	0.135	-0.904
0.724	0.999	1.0	0.37	0.205	1.144	2.45
0.015	0.0	0.0	-0.34	-2.308	-2.339	-9.18
0.077	0.795	0.972	-0.14	0.674	1.108	3.68
0.062	0.0	0.0	0.559	-1.78	-2.459	-11.2
0.989	0.998	1.0	0.452	0.395	0.346	1.7
0.236	0.002	0.0	-0.142	-0.88	-1.251	-6.19
0.886	0.997	0.997	0.452	1.069	0.781	2.96
0.222	0.102	0.01	0.375	-0.202	-0.435	0.131
0.996	1.0	1.0	0.53	0.907	0.282	2.67
0.998	1.0	1.0	0.473	2.152	2.075	5.66
0.836	0.984	0.872	0.455	-0.506	-0.327	-1.48
0.788	0.872	0.855	-0.135	1.352	1.291	3.2
0.192	0.022	0.003	0.53	-0.44	-0.47	-1.16
0.191	0.602	0.064	-0.126	-1.67	-2.055	-7.44
0.003	0.054	0.573	-0.924	-0.636	0.034	-5.93
0.89	0.973	0.742	0.651	-0.037	-0.291	-0.397
0.573	0.993	0.88	-0.835	-0.054	-0.334	-0.719
0.001	0.0	0.0	-2.127	-0.513	-0.592	-2.0
0.003	0.0	0.0	-1.942	-1.813	-1.421	-7.75
0.996	0.993	1.0	-0.255	-0.075	0.816	-0.709
0.987	1.0	0.998	-0.281	0.762	0.433	2.98
0.991	1.0	1.0	0.53	1.159	2.56	5.03
0.982	1.0	1.0	-0.14	0.86	0.843	4.18
0.998	1.0	1.0	0.651	0.895	2.666	4.29
0.994	1.0	1.0	0.651	0.753	2.038	3.59
0.994	0.999	1.0	0.651	0.347	0.675	2.62
0.994	1.0	1.0	0.645	2.874	5.818	6.05
0.995	1.0	1.0	0.546	1.492	2.381	5.04
0.992	0.977	0.214	0.473	-0.697	-1.261	-5.48
0.856	1.0	1.0	0.374	0.376	1.037	1.58
0.347	0.0	0.0	-0.47	-2.675	-2.498	-9.61
0.16	0.93	0.957	-0.808	0.261	-0.254	2.03
0.244	0.157	0.045	0.559	1.355	0.992	3.01
0.003	0.0	0.0	-0.333	-0.936	-0.632	-4.99
0.017	0.008	0.01	0.559	2.011	2.003	3.04
0.006	0.0	0.0	-0.347	-1.64	-1.503	-7.88
0.019	0.001	0.002	0.651	-0.173	-0.176	-0.613
0.002	0.0	0.0	0.446	-0.569	-0.552	-2.12
0.001	0.0	0.0	-0.377	0.08	0.106	0.413
0.003	0.0	0.0	-0.816	-0.238	-0.217	-0.841
0.004	0.014	0.017	0.587	1.556	1.563	2.24
0.063	0.63	0.67	0.587	1.857	1.865	2.8
0.044	0.0	0.0	0.559	-0.578	-0.589	-2.74
0.129	0.0	0.0	0.455	0.064	0.098	0.369
0.238	0.004	0.005	0.455	0.949	1.008	3.02
0.999	1.0	1.0	0.525	0.354	1.564	3.04
0.996	0.894	0.999	0.651	0.625	2.887	3.52
0.035	0.804	0.753	-0.157	0.442	0.376	1.88
0.0	0.292	0.059	-0.402	0.061	0.523	0.557
0.998	0.999	0.991	0.53	0.118	0.001	0.829
0.999	1.0	1.0	0.53	2.331	2.016	4.74
0.992	0.997	0.921	0.53	-0.162	-0.411	-2.25
0.899	0.998	1.0	0.395	1.981	1.54	4.03
0.972	0.875	0.86	-1.111	-1.546	-0.678	-4.59
0.963	0.995	0.94	0.447	-0.148	-0.232	-2.13
0.975	1.0	1.0	0.447	0.353	0.8	1.63
0.015	0.087	0.089	0.559	0.574	0.272	1.31
0.014	0.0	0.0	-2.015	-5.692	-4.644	-10.4
0.994	0.99	0.845	0.37	-0.502	-0.542	-5.47
0.999	0.999	0.982	0.53	0.079	-0.069	-0.683
0.995	1.0	1.0	0.45	2.225	2.99	5.29
0.998	0.736	0.165	0.452	-1.822	-1.237	-10.5
0.997	0.999	0.981	0.452	0.007	-0.235	1.49
0.997	0.999	0.885	0.452	0.02	-0.46	-0.178
0.764	0.326	0.884	0.645	0.257	1.417	2.74
0.967	0.894	0.269	-0.909	-1.282	-1.358	-6.94
0.202	0.832	0.022	-0.792	-0.939	-0.821	-2.65
0.859	0.781	0.287	0.299	-0.974	-0.927	-4.69
0.263	0.012	0.003	0.166	-1.264	-1.208	-4.39
0.043	0.426	0.096	-1.24	-2.301	-3.471	-4.39
0.067	0.999	0.999	0.166	0.222	0.214	0.885
0.503	0.791	0.999	0.198	-0.675	0.69	-2.25
0.035	0.0	0.0	0.406	-0.006	0.072	-0.545
0.097	0.0	0.0	-0.144	-1.711	-1.497	-6.88
0.001	0.0	0.0	-0.126	-1.913	-3.108	-10.4
0.019	0.005	0.005	-3.823	-2.664	-3.423	-11.0
0.039	0.979	0.999	-1.025	-0.286	0.303	-1.99
0.223	0.172	0.883	0.587	2.332	1.348	4.17
0.697	0.999	1.0	-0.259	0.187	1.799	2.39
0.095	0.634	0.242	-0.499	-2.328	-2.035	-10.1
0.072	0.977	0.996	0.651	0.072	1.003	1.83
0.807	0.865	0.266	-0.927	-1.122	-1.421	-7.14
0.017	0.206	0.911	-0.144	-0.518	0.002	-3.32
0.922	0.261	0.096	-1.006	-3.498	-3.924	-7.52
0.696	0.998	0.862	-0.144	0.608	1.789	2.11
0.624	0.753	0.997	0.651	2.293	3.854	4.2
0.97	0.999	0.997	0.651	0.217	0.024	0.706
0.819	0.002	0.0	-0.142	-1.541	-1.785	-9.46
0.968	1.0	1.0	0.53	2.103	4.968	5.18
0.603	1.0	1.0	0.457	0.666	0.852	3.34
0.409	0.999	0.985	-0.62	0.219	-0.197	0.992
0.774	1.0	1.0	-0.407	0.44	1.292	3.38
0.998	0.998	0.935	0.651	0.031	-0.321	-0.154
0.993	0.997	0.946	-0.385	0.035	-0.521	-0.723
0.626	0.853	0.99	0.557	0.776	0.012	2.71
0.977	0.991	0.999	0.375	0.227	0.344	0.7
0.606	0.922	0.999	0.455	1.845	4.8	4.93
0.809	1.0	0.999	0.455	0.49	0.507	2.03
0.173	0.847	0.842	-1.759	-0.997	-0.827	-7.52
0.012	0.001	0.0	0.651	-1.491	-1.587	-8.1
0.936	0.963	0.71	0.651	0.44	0.03	1.51
0.705	1.0	1.0	0.646	2.603	1.933	4.55
0.048	0.002	0.003	-1.089	-3.381	-3.511	-9.36
0.162	0.004	0.01	-0.804	-3.397	-2.705	-10.4
0.98	1.0	1.0	0.559	1.496	1.391	4.1
0.995	1.0	1.0	0.645	1.485	1.699	5.02
0.981	0.965	0.057	0.53	-0.899	-1.261	-5.1
0.841	0.971	0.981	0.249	-0.835	-0.18	-3.9
0.997	0.998	0.933	0.53	-0.117	-0.473	-1.42
0.993	0.988	0.995	0.651	0.042	0.408	-0.218
0.729	0.999	0.555	-1.3	0.532	0.463	2.88
0.883	0.927	0.984	-0.186	0.319	-0.063	0.943
0.001	0.0	0.0	-0.583	-0.348	-0.34	-3.51
0.516	0.024	0.002	-1.306	-1.075	-1.551	-4.75
0.17	0.174	0.0	-0.513	-1.382	-2.598	-6.32
0.045	0.0	0.0	-0.433	-2.451	-1.373	-6.43
0.971	0.997	0.93	0.486	-0.129	-0.627	-1.02
0.651	0.342	0.0	0.53	-1.225	-2.01	-6.59
0.073	0.0	0.0	0.473	-1.638	-2.134	-8.7
0.969	0.997	0.999	0.402	-0.078	0.052	0.19
0.013	0.0	0.0	0.651	-0.066	-0.36	-2.02
0.888	0.761	0.573	-0.451	-2.001	-2.074	-11.1
0.877	1.0	1.0	0.58	1.283	0.995	3.6
0.76	1.0	0.999	0.552	2.592	3.217	5.52
0.012	0.0	0.0	0.457	-0.465	-0.408	-2.38
0.0	0.0	0.0	-1.119	-2.673	-2.637	-7.41
0.99	0.987	0.998	0.651	0.353	0.525	3.02
0.998	1.0	1.0	0.587	0.488	0.703	3.23
0.865	1.0	0.999	0.651	1.501	1.556	3.43
0.029	0.0	0.001	0.334	0.57	0.619	1.93
0.853	0.025	0.029	-0.319	-1.918	-1.246	-10.5
0.977	0.998	0.999	0.651	0.479	0.42	2.12
0.009	0.0	0.0	-0.246	-0.876	-0.809	-3.87
0.995	0.988	1.0	0.651	2.293	1.838	3.5
0.899	0.347	0.047	-0.694	-2.05	-0.35	-5.97
0.953	0.677	0.373	-0.473	-2.03	-1.167	-7.93
0.847	0.997	0.989	0.457	0.345	0.33	2.72
0.665	0.659	1.0	0.55	0.969	0.725	3.89
0.0	0.0	0.0	-2.504	-2.514	-2.589	-10.5
0.07	0.041	0.079	0.525	-0.325	-0.262	-1.76
0.31	0.002	0.064	-0.261	-3.385	-1.283	-10.9
0.995	0.994	0.933	0.651	-0.259	-0.401	0.319
0.008	0.0	0.002	-2.16	-2.004	-1.461	-10.8
0.227	0.029	0.009	-0.456	-3.442	-3.745	-10.6
0.047	0.094	0.002	-0.388	-0.688	-1.226	-6.13
0.883	1.0	1.0	0.651	2.712	3.202	5.44
0.031	0.67	0.553	-0.297	-0.74	-0.281	-4.56
0.653	0.079	0.007	-0.424	-0.466	-0.801	-4.42
0.001	0.0	0.0	-3.352	-2.892	-3.375	-11.4
0.725	0.996	0.998	0.651	0.824	0.264	3.09
0.827	0.081	0.0	-0.18	-0.767	-1.22	-1.71
0.36	0.028	0.983	0.651	0.824	2.408	4.05
0.561	0.199	0.002	-1.808	-2.342	-1.856	-9.95
0.928	0.989	0.225	0.651	0.641	0.419	3.31
0.006	0.0	0.0	-2.073	-1.861	-1.37	-7.87
0.004	0.0	0.0	-0.823	-3.532	-4.009	-11.1
0.725	0.043	0.023	-0.18	-1.663	-0.268	-7.37
0.122	0.906	0.832	0.651	2.734	1.473	3.87
0.608	0.01	0.0	-0.898	0.014	0.191	0.503
0.0	0.0	0.0	-2.565	-1.417	-1.945	-7.29
0.398	0.928	0.998	0.651	2.464	3.255	5.31
0.892	0.998	0.999	0.651	2.582	3.133	5.53
0.089	0.0	0.0	0.559	-0.462	-0.469	-1.92
0.962	0.011	0.056	0.651	1.981	2.853	3.88
0.006	0.0	0.001	-0.725	-0.264	0.131	-0.666
0.646	0.002	0.0	0.53	-1.263	-1.694	-10.8
0.091	0.0	0.0	0.478	-0.755	-0.995	-7.03
0.741	0.025	0.037	0.486	0.109	0.11	0.605
0.006	0.554	0.051	0.54	0.904	0.643	2.22
0.244	0.22	0.009	-1.023	-1.234	-1.49	-8.35
0.963	0.99	0.952	0.486	-0.08	0.328	0.583
0.918	0.698	0.305	-1.17	-2.506	-1.873	-8.98
0.828	0.994	0.999	0.486	0.146	1.034	1.74
0.872	0.999	1.0	0.282	0.654	3.164	2.67
0.074	0.655	0.193	0.486	2.06	0.354	2.22
0.691	0.002	0.04	0.525	-0.046	-0.097	-2.1
0.43	0.0	0.0	-1.163	-2.944	-2.137	-11.8
0.013	0.946	0.995	-1.827	-0.068	0.008	0.365
0.145	1.0	0.999	0.307	0.347	0.313	1.93
0.786	0.714	0.97	0.559	-0.33	-0.303	-2.32
0.067	0.035	0.0	-0.235	-1.74	-1.233	-7.58
0.013	0.005	0.082	0.5	0.626	1.333	0.675
0.011	0.013	0.032	0.188	0.575	1.607	0.612
0.002	0.0	0.0	0.378	-0.907	0.341	-1.62
0.943	1.0	1.0	0.5	0.556	2.456	2.06
0.975	1.0	0.999	0.5	2.467	1.052	3.96
0.001	0.0	0.0	0.486	-0.186	-0.181	-0.58
0.183	0.336	0.394	0.559	0.225	0.228	0.919
0.697	0.0	0.005	-2.802	-5.46	-5.505	-6.22
0.011	0.848	0.638	-0.194	0.341	0.054	1.28
0.008	0.047	0.002	0.436	0.62	0.027	1.18
0.168	0.169	0.257	-1.262	-3.01	-2.837	-8.02
0.3	0.91	0.801	-2.736	0.199	0.101	0.13
0.018	0.01	0.013	0.486	0.992	0.695	2.2
0.005	0.0	0.001	-0.16	0.082	0.442	0.272
0.811	0.915	0.76	-0.752	-0.23	-0.271	0.486
0.002	0.008	0.02	-0.144	-0.211	0.152	0.876
0.392	0.098	0.14	-0.297	-2.157	-2.244	-9.08
0.009	0.0	0.0	-1.957	-3.5	-2.482	-7.72
0.065	0.298	0.124	-0.532	-0.213	0.08	-0.529
0.079	0.937	0.405	0.175	-0.009	-0.136	-1.15
0.787	0.739	0.015	-1.531	-3.457	-4.313	-7.41
0.905	0.931	0.998	-0.223	-0.134	0.15	0.878
0.997	1.0	1.0	0.45	2.158	2.293	4.69
0.97	0.496	0.816	-1.443	-2.965	-0.834	-9.89
0.422	0.842	0.366	-0.631	-2.162	-1.621	-8.99
0.933	0.995	0.994	0.486	0.887	0.21	2.66
0.79	0.022	0.008	0.243	-2.573	-2.375	-7.73
0.619	0.993	0.967	0.243	-0.451	-0.257	-2.18
0.981	0.93	0.984	0.398	-0.946	-0.196	-5.34
0.893	0.993	0.998	-0.228	-0.0	0.207	-0.000492
0.986	1.0	1.0	-0.381	1.139	0.473	2.82
0.02	1.0	0.986	0.557	2.538	0.453	3.58
0.004	0.0	0.0	0.587	-0.022	0.017	-0.639
0.3	0.486	0.805	-1.495	-1.221	0.05	-4.87
0.001	0.005	0.072	-0.766	0.085	0.327	1.79
0.144	0.012	0.075	0.215	-0.304	0.069	-3.03
0.103	0.087	0.039	0.215	-1.251	-1.664	-7.63
0.974	1.0	1.0	-0.808	0.579	0.733	4.28
0.965	0.682	0.214	0.53	-1.542	-1.385	-10.2
0.105	0.127	0.024	-1.267	-4.433	-3.542	-9.11
0.106	0.02	0.007	-0.476	-2.375	-2.655	-9.66
0.522	0.951	1.0	-1.711	-0.378	0.854	0.207
0.687	0.009	0.019	0.478	0.602	0.463	2.1
0.047	0.005	0.008	0.55	-0.798	-0.213	-2.13
0.002	0.0	0.0	0.645	0.309	0.297	1.14
0.022	0.003	0.003	0.525	0.087	0.112	0.418
0.993	1.0	1.0	0.553	2.088	3.052	4.54
0.215	0.654	0.171	0.255	-0.455	-1.456	-5.74
0.914	0.985	1.0	0.307	0.088	1.607	1.86
0.685	0.977	1.0	0.462	1.65	1.332	3.77
0.481	0.045	0.085	-0.701	-2.141	-1.409	-7.23
0.498	0.019	0.037	0.307	0.011	-0.19	-1.74
0.995	0.999	0.999	0.587	0.254	0.294	2.58
0.035	0.06	0.007	0.645	1.01	0.372	2.25
0.593	0.994	1.0	0.587	1.054	1.262	4.06
0.085	0.514	0.999	0.553	0.443	0.948	3.15
0.995	1.0	1.0	0.651	2.613	2.76	5.59
0.002	0.0	0.0	-1.025	0.044	0.175	0.754
0.091	0.001	0.03	-2.654	-3.601	-2.753	-11.3
0.102	0.994	0.967	0.158	0.652	0.414	1.82
0.972	1.0	0.999	-0.298	0.627	0.39	3.54
0.913	0.999	0.998	0.486	0.671	0.235	3.72
0.766	0.65	0.997	0.291	0.643	0.391	1.81
0.371	0.997	1.0	0.45	2.011	2.808	3.55
0.028	0.0	0.0	-0.273	-1.527	-2.338	-9.53
0.018	0.013	0.117	0.298	0.299	0.878	0.68
0.866	0.22	0.0	0.457	0.312	0.1	-0.221
0.657	0.687	0.57	-0.369	-0.741	-0.608	-1.89
0.478	0.994	1.0	0.436	1.643	1.921	2.85
0.004	0.027	0.054	-0.514	-0.407	-0.233	0.00327
0.652	0.566	0.994	0.457	-0.259	0.423	-0.997
0.008	0.0	0.0	-1.46	-1.663	-2.572	-8.38
0.925	0.999	0.999	0.551	0.064	0.061	0.361
0.01	0.0	0.0	-0.381	-2.65	-2.554	-7.58
0.739	0.505	0.497	0.292	0.135	0.35	1.19
0.003	0.0	0.0	-0.483	-2.302	-2.215	-4.09
0.035	0.25	0.282	0.651	2.173	2.15	3.32
0.001	0.0	0.0	-0.307	-1.333	-1.251	-3.41
0.002	0.0	0.0	-0.186	-1.649	-1.641	-6.1
0.155	0.001	0.0	-0.674	-2.102	-2.533	-9.9
0.78	1.0	1.0	0.457	1.054	2.546	2.55
0.991	0.999	0.997	0.451	0.697	1.585	3.63
0.995	1.0	1.0	0.451	2.644	5.592	5.6
0.001	0.0	0.0	-0.341	-2.056	-1.989	-2.27
0.17	0.0	0.0	-0.373	-0.83	-0.496	-2.32
0.406	0.75	0.033	-0.343	-0.87	-0.398	-3.34
0.838	0.994	0.625	-0.144	1.462	0.102	3.67
0.718	0.991	0.692	0.53	-0.573	-1.138	-2.82
0.979	0.993	0.456	-0.135	0.165	0.598	1.52
0.185	0.001	0.243	0.249	-0.074	0.777	0.5
0.041	0.987	0.998	0.444	2.219	2.134	2.91
0.9	0.999	0.995	-1.288	0.045	0.012	0.989
0.996	1.0	1.0	0.557	0.33	0.341	0.791
0.507	0.901	0.892	-0.393	-0.526	-0.316	-3.38
0.905	0.999	0.997	0.525	2.327	1.351	4.39
0.907	0.997	0.998	-1.44	-0.067	0.114	1.15
0.996	1.0	1.0	0.651	2.532	5.66	4.57
0.02	0.0	0.0	-1.302	-2.427	-2.872	-9.81
0.815	0.295	0.029	-1.859	-1.331	-2.192	-8.88
0.997	0.996	0.943	0.557	-0.088	-0.323	-1.48
0.025	0.0	0.0	-0.261	-0.145	-0.019	-0.327
0.685	0.95	0.833	0.651	0.084	0.195	0.75
0.019	0.001	0.001	0.547	-0.47	-0.603	-3.31
0.021	0.0	0.0	-0.18	-1.744	-1.214	-6.13
0.017	0.001	0.0	-0.377	0.541	0.01	0.179
0.004	0.003	0.001	-1.5	-0.783	-0.937	-3.59
0.933	0.223	0.483	0.457	-0.086	0.052	0.0848
0.089	0.919	0.938	0.158	0.974	1.033	1.6
0.597	0.609	0.25	0.158	-1.281	-1.28	-3.9
0.32	0.801	0.865	0.188	0.368	0.366	0.96
0.025	0.0	0.0	0.158	-1.946	-1.757	-3.87
0.12	0.001	0.002	-0.459	-0.076	-0.045	-0.228
0.109	0.0	0.0	-1.152	-1.443	-1.589	-6.74
0.007	0.0	0.0	-1.723	-3.389	-3.21	-9.42
0.206	0.0	0.0	-0.704	0.181	0.026	1.52
0.086	0.0	0.0	0.486	-1.054	-0.502	-3.8
0.994	0.999	0.984	-0.157	0.058	-0.25	0.0463
0.997	0.987	0.971	0.651	0.667	1.176	3.61
0.248	0.661	0.042	-0.544	0.324	0.038	0.683
0.182	0.909	0.851	0.651	1.14	0.609	2.51
0.725	0.033	0.795	-0.264	-1.215	-0.303	-6.93
0.59	0.896	0.257	-1.304	-1.196	-1.966	-9.0
0.445	0.155	0.152	-1.281	-1.814	-2.035	-9.07
0.621	0.999	0.999	-1.503	0.273	0.134	0.735
0.034	0.951	0.987	-0.308	0.628	0.893	2.62
0.988	0.929	0.75	0.457	-0.593	-0.853	-3.47
0.978	0.998	0.999	0.645	0.331	0.438	0.645
0.993	0.97	0.407	-0.494	-0.841	-1.324	-6.19
0.033	0.009	0.023	0.478	0.084	0.261	1.29
0.703	1.0	1.0	0.64	2.781	2.929	5.86
0.0	0.474	0.912	-2.321	-1.492	-0.355	-8.17
0.989	0.913	0.889	-0.126	-0.775	-0.437	-3.65
0.847	0.993	0.744	-0.347	-0.253	-0.888	-1.83
0.998	1.0	0.999	0.651	1.064	0.294	2.39
0.03	0.123	0.014	-0.144	0.658	0.592	2.21
0.004	0.0	0.0	-0.512	-0.524	-0.641	-3.48
0.204	0.13	0.003	0.651	-0.719	-0.712	-4.03
0.401	0.971	0.843	-0.341	-0.295	-0.096	-0.535
0.208	0.389	0.079	-1.076	-1.961	-2.069	-9.18
0.781	0.992	0.993	0.53	1.901	1.975	3.67
0.976	0.995	0.996	0.55	0.219	0.218	0.88
0.887	0.993	0.865	-0.377	-0.376	-0.764	-1.33
0.686	1.0	1.0	0.559	1.397	1.664	3.77
0.872	1.0	1.0	0.455	0.975	1.115	4.01
0.876	0.846	0.066	-0.24	0.006	0.074	0.0999
0.802	1.0	1.0	0.553	2.52	2.966	5.41
0.638	0.007	0.002	-2.584	-5.227	-4.723	-10.1
0.863	0.991	0.878	-0.26	-0.036	-0.103	-1.08
0.932	0.434	0.246	-1.199	-2.814	-2.233	-9.39
0.787	0.995	0.955	-0.403	-0.18	-0.29	0.701
0.901	1.0	1.0	0.557	1.025	0.477	2.85
0.725	0.579	0.418	0.486	0.027	-0.106	-0.719
0.276	0.969	0.998	-0.353	0.73	0.677	3.8
0.721	0.798	1.0	0.457	0.578	2.158	2.96
0.551	0.871	0.997	0.651	1.188	1.843	4.26
0.948	0.241	0.245	-0.255	-1.498	-1.477	-7.54
0.997	1.0	1.0	0.587	1.213	1.544	2.74
0.985	1.0	1.0	0.645	2.561	1.269	4.53
0.006	0.043	0.049	0.544	0.884	0.881	2.19
0.048	0.0	0.169	-0.226	-1.336	0.292	-4.72
0.01	0.0	0.0	-0.533	-1.318	-1.12	-8.19
0.301	0.782	0.528	-0.747	-0.379	-0.214	-2.84
0.422	0.023	0.026	0.298	-0.093	-0.654	-1.72
0.068	0.842	0.934	0.651	1.278	1.807	4.55
0.903	0.001	0.0	-0.144	0.042	-0.068	-0.502
0.486	1.0	0.998	0.557	2.569	1.996	4.14
0.194	0.831	0.772	0.557	0.544	0.024	0.369
0.781	0.04	0.028	0.455	-0.725	-0.706	-3.18
0.1	0.831	0.894	0.651	2.881	3.198	5.54
0.24	0.623	0.495	0.651	2.569	3.19	5.46
0.183	1.0	1.0	0.559	2.487	3.033	5.01
0.937	0.998	0.995	0.457	-0.042	-0.031	-1.14
0.986	0.999	1.0	0.559	0.323	0.885	1.35
0.998	0.972	0.991	0.651	-0.254	-0.067	-0.54
0.945	0.051	0.018	0.645	-2.344	-1.926	-9.38
0.603	0.995	0.971	0.444	0.028	-0.051	-1.66
0.936	0.405	0.727	0.37	-0.956	-0.804	-5.32
0.027	0.182	0.15	0.455	0.104	0.059	0.11
0.96	0.999	1.0	0.525	0.557	0.479	2.66
0.088	0.01	0.012	-0.435	0.026	0.017	-0.0505
0.002	0.002	0.002	-0.969	-0.373	-0.374	-2.47
