priPhCons	mamPhCons	verPhCons	priPhyloP	mamPhyloP	verPhyloP	GerpS
0.002	0.0	0.0	-0.701	-0.464	-0.193	-3.12
0.324	0.001	0.412	-0.31	-0.707	-0.753	-5.85
0.32	0.004	0.004	-1.29	-1.675	-1.636	-6.96
0.014	0.004	0.0	-0.358	0.018	-0.304	-0.691
0.103	0.146	0.156	-0.459	0.3	0.41	1.45
0.021	0.088	0.001	-1.008	-0.526	-0.446	-2.97
0.057	0.0	0.003	-1.953	-4.297	-3.361	-10.2
0.977	0.867	0.764	-0.388	-1.549	-0.806	-8.38
0.791	0.998	1.0	0.651	0.413	0.845	3.11
0.208	0.921	0.931	-0.26	-0.882	-0.583	-3.97
0.869	0.001	0.0	0.651	-0.025	-0.485	-1.09
0.583	0.736	0.0	-0.264	-1.5	-2.378	-8.61
0.2	0.999	1.0	-0.469	0.751	2.293	3.44
0.992	0.009	0.0	-0.499	-4.844	-5.791	-11.8
0.037	0.0	1.0	-0.282	-0.007	1.404	0.551
0.504	0.976	0.999	-0.235	0.15	0.385	2.23
0.984	0.132	0.382	-0.332	-0.179	0.329	-0.028
0.9	0.863	0.988	-0.525	-0.924	-0.071	-6.59
0.984	0.997	0.997	-0.312	0.006	0.22	0.14
0.033	0.004	0.004	0.541	0.504	0.382	1.17
0.995	0.992	0.999	0.525	0.085	0.31	0.548
0.23	0.0	0.229	0.5	-0.839	-1.031	-4.27
0.996	0.999	0.999	0.55	0.137	0.46	1.9
0.758	0.862	0.975	0.645	1.386	2.464	3.94
0.477	0.768	0.696	-0.477	0.762	0.661	2.81
0.181	0.241	0.135	-0.523	-2.262	-1.595	-10.3
0.856	0.999	0.999	-0.144	0.919	0.725	4.39
0.996	0.987	1.0	0.557	0.554	0.452	2.03
0.162	0.625	0.992	-0.316	0.433	0.713	3.14
0.137	0.044	0.044	0.551	2.234	1.22	2.95
0.412	0.012	0.255	-0.924	-2.201	-1.879	-9.73
0.215	0.399	0.832	0.457	-0.345	-0.207	-1.3
0.54	0.997	1.0	0.462	2.011	0.871	3.08
0.003	0.0	0.0	-0.512	-0.521	-1.205	-3.11
0.917	0.559	0.898	0.651	-0.195	-0.088	0.552
0.013	0.0	0.0	0.557	-0.16	-0.383	-2.74
0.039	0.0	0.0	-1.05	-3.115	-2.007	-9.98
0.001	0.822	0.997	-2.097	-0.452	0.537	0.0649
0.994	0.999	0.998	-0.295	0.114	0.07	0.218
0.959	0.939	0.739	0.651	2.512	0.573	3.27
0.405	1.0	0.997	0.559	2.339	1.953	5.05
0.351	0.71	0.994	0.55	-0.0	0.262	0.0185
0.097	0.591	0.408	0.457	0.595	0.446	1.78
0.9	0.979	0.987	0.551	1.345	0.534	2.25
0.928	0.675	0.984	-0.26	-0.248	0.087	-3.38
0.998	1.0	0.999	0.478	0.344	0.367	1.78
0.993	1.0	0.999	0.45	0.97	0.323	4.45
0.991	0.996	1.0	-0.295	0.114	0.727	2.07
0.982	1.0	1.0	0.651	2.578	2.903	4.1
0.193	0.306	0.676	0.651	1.313	0.676	3.47
0.4	0.993	0.998	-1.182	0.027	0.395	2.3
0.248	0.003	0.003	0.646	0.287	0.308	1.34
0.987	0.974	0.97	-0.845	-0.646	-0.103	-1.58
0.982	0.913	0.528	-0.186	-0.546	-0.905	-3.41
0.609	0.917	0.982	-0.47	0.064	0.257	0.592
0.967	1.0	0.998	0.553	0.592	0.176	2.15
0.558	0.0	0.0	0.457	-0.901	-0.63	-4.7
0.907	1.0	1.0	0.557	2.37	2.05	4.81
0.983	0.973	0.997	0.478	-0.053	0.329	0.512
0.889	0.992	0.999	0.53	1.05	1.76	3.1
0.021	0.0	0.962	0.55	-0.104	1.318	0.744
0.968	0.999	0.659	-0.428	0.05	-0.755	-1.94
0.011	0.121	0.146	0.581	1.398	1.389	3.52
0.981	0.992	0.999	-1.277	-0.39	0.271	-0.886
0.998	1.0	0.999	0.557	0.519	0.236	1.24
0.527	0.053	0.284	-0.385	-1.732	-0.866	-9.29
0.006	0.003	0.03	0.456	-1.881	-1.844	-5.5
0.073	0.028	0.015	-1.604	-1.636	-1.857	-6.62
0.162	0.019	0.0	-2.073	-3.104	-2.834	-10.2
0.017	0.008	0.0	0.154	0.156	-0.438	-1.72
0.306	1.0	1.0	0.553	2.687	4.584	5.7
0.126	0.154	0.227	0.166	0.101	0.113	0.36
0.994	1.0	1.0	0.525	1.028	0.903	3.14
0.889	0.951	0.999	0.478	-0.16	0.272	-1.12
0.97	0.267	0.793	-1.12	-2.542	-0.744	-11.4
0.114	0.0	0.0	-0.24	-1.064	-1.609	-5.02
0.313	0.877	1.0	0.48	0.223	1.113	1.59
0.003	0.0	0.0	0.557	0.126	0.138	0.795
0.003	0.0	0.0	0.375	-3.925	-2.824	-10.4
0.968	0.991	0.986	-1.259	-0.456	-0.141	-0.719
0.964	0.999	0.999	-0.271	0.075	0.198	-0.834
0.348	0.005	0.006	-0.174	-3.426	-2.986	-11.4
0.01	0.0	0.0	-0.304	-0.817	-1.108	-5.14
0.997	1.0	0.991	0.457	1.301	-0.035	3.48
0.63	0.999	0.989	-1.744	0.014	0.0	1.05
0.02	0.0	0.0	-1.324	-0.547	-0.31	-3.34
0.983	0.797	0.022	-0.298	-1.162	-2.388	-7.97
0.077	1.0	0.998	0.557	1.358	0.433	3.2
0.926	0.014	0.065	-1.185	-2.29	-1.896	-9.65
0.987	1.0	1.0	0.651	2.421	4.064	5.2
0.032	0.002	0.006	-0.278	-0.992	-0.822	-8.07
0.931	0.999	0.999	-0.223	0.221	0.254	0.828
0.013	0.63	0.885	-1.803	-0.618	-0.41	-1.52
0.561	0.64	0.545	-1.809	-1.218	-0.359	-7.96
0.932	0.999	1.0	-0.92	0.168	1.023	0.992
0.068	0.809	0.742	-0.459	-0.461	-0.402	-3.91
0.978	0.699	0.997	-0.23	-0.741	0.083	-3.35
0.937	0.018	0.418	0.48	0.899	1.321	3.21
0.926	1.0	1.0	0.473	0.474	1.509	3.61
0.003	0.07	0.367	-0.18	-0.104	0.032	-2.14
0.984	0.998	0.955	-0.25	-0.042	-0.243	-0.97
0.999	1.0	1.0	0.651	1.423	1.429	4.91
0.786	0.149	0.073	-1.139	-2.618	-1.961	-11.9
0.01	0.0	0.0	-0.674	-0.536	-0.058	-1.26
0.99	0.995	0.911	-0.142	-0.162	-0.314	-0.96
0.631	0.903	1.0	0.645	0.77	1.314	2.51
0.988	0.999	1.0	-0.48	0.213	1.182	0.607
0.015	0.025	0.796	-1.216	-1.772	-1.233	-7.77
0.8	0.999	0.998	-0.808	0.476	0.534	2.53
0.856	0.998	0.996	0.492	0.077	0.082	0.458
0.004	0.002	0.0	-1.269	-1.522	-1.898	-7.29
0.396	0.331	0.632	0.557	-0.04	0.104	1.16
0.715	0.013	0.443	-0.415	-2.645	-0.768	-11.0
0.019	0.004	0.004	0.53	-0.106	-0.268	-1.38
0.265	0.986	0.87	0.48	0.506	0.459	2.1
0.994	1.0	1.0	0.651	2.774	4.909	5.86
0.001	0.001	0.988	-0.261	0.163	0.909	2.43
0.499	0.018	0.017	-1.252	-4.96	-2.919	-10.9
0.526	0.997	0.998	0.645	1.318	1.38	3.78
0.969	0.999	0.999	-1.363	0.012	0.275	0.519
0.896	0.991	0.98	-0.297	-0.46	-0.147	-5.69
0.985	0.921	0.902	-0.223	-0.661	-0.63	-4.73
0.891	0.35	0.006	-1.79	-2.635	-3.681	-11.0
0.112	0.0	0.0	-0.257	-0.792	-1.02	-6.82
0.002	0.0	0.0	-0.329	-0.021	-0.198	-0.841
0.969	0.855	0.178	-0.358	-1.202	-2.104	-8.47
0.993	0.54	0.05	-0.194	-2.074	-2.274	-10.5
0.033	0.848	0.675	-0.577	0.091	1.218	0.225
0.747	0.999	0.997	-0.155	0.873	0.403	2.94
0.982	1.0	1.0	0.646	2.435	1.634	3.34
0.544	0.636	0.019	-0.994	-0.699	-0.354	-3.39
0.818	0.994	1.0	-0.442	0.085	0.755	0.249
0.05	0.153	0.183	0.557	0.08	0.415	0.233
0.998	0.976	0.996	0.525	-0.718	0.027	-2.66
0.212	0.003	0.019	-2.934	-5.106	-3.608	-9.01
0.959	0.997	0.967	-0.26	-0.21	-0.401	-1.88
0.512	0.991	0.984	0.553	-0.345	-0.285	-3.13
0.117	0.253	0.007	-1.535	-0.667	-0.585	-4.59
0.64	0.996	1.0	0.557	1.161	0.862	3.26
0.034	0.036	0.853	-0.387	-0.383	0.138	-0.836
0.969	0.993	0.989	-0.235	-0.39	-0.002	-2.56
0.822	0.998	0.994	-1.283	-0.09	-0.278	-2.6
0.005	0.201	0.089	-0.487	-1.037	0.089	-2.48
0.593	0.001	0.0	-0.223	-0.914	-1.294	-5.99
0.998	1.0	1.0	0.651	1.332	1.044	4.67
0.998	1.0	1.0	0.455	1.844	2.65	3.37
0.992	0.999	1.0	-0.424	0.175	1.575	2.15
0.82	0.876	1.0	0.478	2.214	2.833	5.81
0.653	0.152	0.002	-1.5	-0.265	-0.317	-0.692
0.994	1.0	1.0	0.455	1.882	2.155	5.01
0.989	1.0	1.0	-0.146	0.583	0.993	2.59
0.998	0.999	0.998	0.651	-0.006	0.228	-0.509
0.995	1.0	1.0	0.651	1.204	0.847	2.85
0.934	1.0	1.0	0.651	1.209	0.851	3.07
0.833	0.967	0.272	-1.44	-0.49	-1.246	-2.71
0.232	0.233	0.998	0.457	-0.166	0.431	0.587
0.054	0.0	0.0	0.455	0.395	0.292	1.29
0.998	1.0	1.0	0.651	2.756	2.32	5.32
0.998	0.993	1.0	0.587	1.444	2.128	3.2
0.994	1.0	1.0	0.53	0.982	1.298	3.58
0.993	1.0	0.997	-0.26	1.485	0.112	3.87
0.948	0.991	0.952	0.557	0.451	0.314	2.68
0.944	0.758	0.341	0.511	-0.871	-1.263	-8.48
0.919	0.993	0.971	-1.141	-0.285	-0.27	-0.92
0.995	0.999	0.998	0.53	0.168	0.22	0.794
0.152	0.008	0.003	0.425	0.072	0.666	1.9
0.01	0.504	0.748	-2.189	-0.504	-0.357	-3.52
0.006	0.0	0.0	-0.231	-1.955	-2.373	-6.98
0.926	1.0	0.999	-0.14	0.342	0.327	2.07
0.995	1.0	0.694	0.559	1.316	-0.048	2.3
0.882	0.329	0.872	-0.144	-0.868	-0.22	-2.81
0.147	0.004	0.008	-0.767	-0.598	-0.546	-2.09
0.998	1.0	1.0	0.53	2.059	3.109	5.48
0.314	0.051	0.048	0.486	-0.332	0.065	-2.74
0.028	0.0	0.0	-0.14	0.141	0.152	0.748
0.698	1.0	1.0	0.587	1.343	0.864	2.9
0.943	0.973	0.993	0.537	-0.141	-0.001	0.687
0.011	0.019	0.013	-2.743	-2.835	-2.23	-10.7
0.831	0.999	0.998	-0.228	0.194	0.242	0.315
0.022	0.0	0.0	-0.469	-1.373	-0.943	-6.63
0.999	1.0	1.0	0.651	0.784	1.176	2.57
0.352	0.995	0.992	0.292	-0.147	-0.021	-0.477
0.365	0.98	1.0	0.462	0.977	1.76	3.18
0.172	0.391	0.499	-1.229	-0.04	0.317	-0.163
0.986	0.05	0.0	0.553	1.333	0.202	3.55
0.829	1.0	1.0	0.651	2.748	3.78	4.96
0.001	0.008	0.012	-1.012	-1.136	-1.1	-3.59
0.877	0.895	0.359	-2.037	-1.494	-1.763	-4.58
0.966	0.968	0.936	-0.41	-0.921	-0.338	-4.32
0.018	0.072	0.103	0.651	0.926	0.775	2.44
0.007	0.974	0.283	-0.156	0.963	-0.03	1.97
0.972	0.999	0.999	0.651	0.194	0.484	0.356
0.642	0.965	0.393	-0.829	-0.054	-1.079	-1.08
0.623	0.996	0.997	0.402	2.13	1.451	3.61
0.01	0.0	0.0	-1.07	-5.087	-4.438	-10.0
0.012	0.205	0.967	-0.127	0.364	0.19	1.66
0.947	0.31	0.046	-1.33	-2.235	-1.577	-9.79
0.009	0.827	0.345	-0.261	-0.87	-0.49	-4.01
0.246	0.983	1.0	0.557	0.7	0.872	3.4
0.768	0.987	0.924	-0.243	-0.383	-0.38	-2.6
0.542	0.0	0.0	-0.977	-1.794	-1.793	-7.85
0.83	0.986	0.601	0.307	-0.773	-1.241	-5.13
0.999	1.0	1.0	0.651	1.558	3.29	4.32
0.448	0.0	0.002	0.645	-0.474	0.06	-2.41
0.036	0.945	0.994	0.559	1.307	1.834	4.57
0.876	0.999	1.0	-0.326	0.384	0.807	3.38
0.985	0.9	0.843	0.651	2.851	1.787	6.03
0.991	0.196	0.107	-0.415	-2.828	-1.46	-11.7
0.225	0.648	0.636	-0.799	-2.049	-2.053	-1.98
0.114	0.001	0.008	-2.589	-1.337	-1.196	-3.9
0.987	1.0	0.999	0.651	1.448	0.404	3.98
0.931	0.998	1.0	0.457	0.202	0.647	1.82
0.522	0.978	0.912	0.151	-1.226	-1.908	-2.38
0.896	0.784	0.449	0.651	-0.321	-0.043	-1.55
0.827	0.942	0.999	0.457	-0.119	0.492	0.564
0.001	0.009	0.994	-0.197	0.162	0.007	0.508
0.075	0.942	0.947	-0.18	-0.363	-0.181	-0.603
0.687	0.071	0.018	-0.835	-3.076	-2.79	-11.3
0.014	0.0	0.0	-0.391	-0.679	-0.644	-3.62
0.989	1.0	1.0	0.525	2.197	3.652	5.77
0.986	1.0	0.998	0.525	1.064	0.225	2.89
0.86	0.99	0.997	-0.47	0.226	0.365	1.1
0.003	0.0	0.0	-1.502	-2.463	-2.017	-6.78
0.957	0.995	0.942	0.457	-0.169	-0.244	0.693
0.745	0.168	0.36	-1.876	-2.821	-1.683	-8.4
0.996	1.0	1.0	0.559	2.87	1.889	6.04
0.993	0.999	0.971	-0.321	0.109	-0.259	-1.48
0.086	0.595	0.999	-0.704	-1.143	0.48	-3.75
0.301	0.994	0.999	0.645	0.801	0.536	2.96
0.998	1.0	1.0	0.53	0.964	0.685	4.51
0.998	1.0	1.0	0.457	0.969	1.265	4.16
0.869	0.999	1.0	0.53	1.008	2.546	4.4
0.844	0.993	0.993	0.559	1.225	1.547	1.91
0.056	0.006	0.009	-1.969	-1.204	-1.435	-5.46
0.999	1.0	1.0	0.633	1.353	1.064	3.85
0.924	0.593	0.988	0.307	-0.024	0.372	-0.132
0.999	1.0	0.998	0.651	0.898	0.29	3.4
0.001	0.0	0.0	0.388	0.111	0.014	-0.63
0.288	0.95	0.929	0.509	0.392	0.354	2.2
0.712	0.0	0.0	0.451	0.101	-0.217	-2.02
0.989	0.928	0.971	0.374	-0.457	-0.219	-1.67
0.998	1.0	1.0	0.53	1.039	0.8	3.58
0.979	1.0	1.0	0.651	0.504	1.164	3.01
0.876	0.044	0.009	-0.804	-0.175	-0.24	-1.6
0.855	1.0	1.0	0.559	2.603	1.291	5.2
0.87	0.963	0.895	0.394	-0.107	-0.888	-1.06
0.01	0.057	0.03	-0.823	-2.802	-3.171	-9.93
0.001	0.0	0.0	-2.477	-4.031	-3.176	-9.5
0.916	0.999	1.0	0.451	0.493	0.727	2.59
0.701	0.99	0.852	-0.817	-0.313	-0.589	-3.14
0.094	0.621	0.916	0.457	0.951	0.939	2.45
0.984	1.0	1.0	0.457	2.356	3.014	4.21
0.929	0.01	0.317	-0.287	-1.125	-1.011	-5.42
0.333	0.98	0.3	-0.268	-0.138	-0.431	-1.42
0.0	0.0	0.0	-3.252	-5.823	-3.259	-7.63
0.999	1.0	1.0	0.651	0.741	2.119	3.64
0.332	0.236	0.162	-0.752	-0.502	-1.064	-1.75
0.99	1.0	1.0	0.651	2.455	3.111	5.31
0.995	1.0	0.984	0.645	0.817	0.023	1.81
0.774	0.994	0.997	-0.969	-0.282	0.191	-1.86
0.626	0.981	0.946	0.651	-0.16	-0.252	-1.95
0.711	0.603	0.795	-0.696	-1.721	-1.215	-7.98
0.785	0.839	0.993	0.557	-0.118	0.272	0.52
0.004	0.001	0.001	-0.26	0.077	0.08	-0.00403
0.991	0.999	0.999	0.457	-0.019	0.145	1.0
0.973	0.961	0.832	0.53	-0.344	-0.742	-3.54
0.952	0.999	1.0	0.557	2.812	2.454	5.93
0.997	1.0	0.994	0.455	0.31	-0.049	-0.0361
0.987	0.148	0.053	0.651	-0.121	0.01	0.345
0.551	0.381	0.933	0.307	0.569	1.179	1.42
0.999	1.0	1.0	0.651	2.709	1.824	4.83
0.016	0.004	0.0	-0.777	0.103	-0.294	-1.41
0.956	0.019	0.07	0.651	2.487	0.697	3.81
0.053	0.079	0.001	0.478	0.553	0.41	1.25
0.974	1.0	0.999	0.651	1.227	0.671	3.85
0.078	0.055	0.03	-0.777	-2.687	-1.587	-11.0
0.64	0.921	0.668	-0.307	-0.142	-0.699	-3.19
0.912	0.934	0.01	-0.26	-1.551	-2.364	-5.99
0.996	1.0	1.0	0.651	2.938	1.089	4.36
0.94	1.0	1.0	0.538	2.033	1.672	3.58
0.995	1.0	1.0	0.651	1.593	2.509	4.9
	0.0	0.052	0.0	0.0	0.104	-2.96
0.292	0.0	0.0	-0.25	-3.508	-3.899	-8.38
0.941	0.999	1.0	-0.179	0.519	1.461	1.66
0.841	1.0	0.999	0.3	1.051	0.164	2.56
0.054	0.054	0.055	0.076	0.074	0.075	0.0
0.009	0.0	0.0	0.462	-0.771	-0.479	-3.89
0.05	0.298	0.001	-0.261	-0.886	-2.316	-8.13
0.992	0.997	0.995	0.53	0.92	0.663	3.19
0.019	0.995	0.901	-0.359	0.47	0.253	3.37
0.647	0.99	0.976	0.587	0.714	0.412	1.04
0.522	0.999	0.991	0.504	1.348	2.422	4.07
0.998	0.0	0.0	0.651	-2.27	-1.532	-10.1
0.39	0.999	0.998	-0.451	1.022	0.793	2.64
0.974	1.0	1.0	0.557	2.636	3.906	4.76
0.878	0.344	0.716	0.645	0.296	1.002	2.46
0.985	0.116	0.269	-0.23	-1.369	-1.208	-6.62
0.001	0.001	0.001	-0.354	-0.358	-0.036	-0.365
0.336	0.998	0.977	0.587	0.647	0.126	0.829
0.0	0.0	0.0	-1.498	-2.118	-0.756	-7.6
0.931	1.0	0.991	0.557	1.327	0.043	2.26
0.983	1.0	1.0	0.457	1.007	2.112	2.79
0.837	0.32	0.006	0.492	0.444	0.217	1.22
0.571	0.986	0.999	-0.153	0.037	0.417	1.1
0.972	1.0	1.0	0.557	1.211	3.019	4.4
0.94	0.847	0.766	0.651	-0.561	-0.749	-5.85
0.974	1.0	1.0	-0.263	0.782	2.098	3.92
0.993	1.0	1.0	-0.126	0.762	0.713	1.83
0.115	0.399	0.367	0.388	-1.019	-1.25	-4.99
0.334	0.998	0.111	-0.264	-0.001	-0.275	-2.64
0.045	0.534	0.945	-1.31	-1.503	-0.586	-6.89
0.0	0.0	0.004	-0.267	-0.096	0.331	-0.955
0.653	0.134	0.969	0.53	1.789	2.54	4.28
0.148	0.999	1.0	0.557	1.177	1.089	4.36
0.942	0.999	0.996	-0.341	0.43	-0.029	1.88
0.706	1.0	0.999	0.48	1.362	0.309	3.39
0.863	0.304	0.434	-3.107	-2.458	-0.888	-11.3
0.992	1.0	1.0	0.559	0.529	0.496	1.61
0.735	0.959	0.123	0.557	0.328	-0.034	1.01
0.957	0.996	0.999	0.53	0.448	0.955	3.18
0.808	0.996	1.0	0.55	0.587	2.338	2.19
0.179	0.41	0.89	0.307	-0.476	-0.321	-3.17
0.181	0.092	0.001	-0.358	-2.924	-3.919	-10.5
0.996	1.0	1.0	0.457	1.317	1.345	4.69
0.993	0.997	0.941	-0.304	-0.156	-0.454	-3.75
0.011	0.0	0.0	-1.583	-2.565	-3.269	-8.76
0.002	0.0	0.0	-0.269	-1.279	-1.31	-7.36
0.978	1.0	1.0	0.559	1.436	3.226	4.93
0.993	0.463	0.035	-0.15	-2.202	-2.049	-10.2
0.998	1.0	1.0	0.651	0.452	0.918	2.47
0.736	0.999	0.994	-0.18	0.267	0.013	1.44
0.991	1.0	0.999	0.455	0.789	0.707	2.79
0.989	1.0	1.0	0.587	2.834	1.559	5.98
0.973	0.996	1.0	0.544	0.877	2.895	3.33
0.921	0.023	0.0	-1.23	-2.495	-3.218	-12.0
0.0	0.015	0.021	0.0	-0.367	-0.372	-1.08
0.997	1.0	1.0	0.455	0.739	1.197	2.67
0.849	0.708	0.116	-2.015	-2.069	-1.564	-10.4
0.985	1.0	1.0	0.478	1.026	2.677	4.62
0.344	0.423	0.972	-0.449	-1.021	-0.163	-4.24
0.034	0.005	0.037	-1.141	-0.093	0.356	2.15
0.999	1.0	1.0	0.587	2.834	2.776	5.68
0.178	0.018	0.014	-0.148	0.454	0.213	1.64
0.917	0.993	0.012	0.557	-0.139	-0.041	0.843
0.997	0.999	0.999	0.53	0.132	0.346	2.21
0.411	0.025	0.006	-1.245	-3.75	-3.214	-10.2
0.112	0.002	0.002	-0.282	-1.605	-1.29	-8.25
0.916	0.057	0.003	-1.115	-3.752	-4.022	-10.8
0.998	1.0	1.0	0.559	1.34	1.135	4.79
0.026	0.0	0.0	-2.861	-2.615	-2.996	-7.78
0.904	0.001	0.002	0.319	-0.874	-0.816	-2.3
0.948	1.0	1.0	0.557	2.267	1.2	3.64
0.987	0.759	0.94	0.457	-1.519	-0.393	-8.82
0.996	0.994	0.676	0.525	-0.093	0.151	-1.02
0.001	0.0	0.0	-1.347	-1.01	-0.475	-4.64
0.009	0.067	0.086	0.547	0.435	0.274	1.17
0.674	0.987	0.9	0.48	0.132	-0.273	-1.91
0.969	0.741	1.0	0.53	0.126	1.674	1.77
0.987	0.975	0.885	0.53	0.841	0.624	2.78
0.104	0.322	0.133	-0.309	-1.327	-0.779	-7.1
0.935	0.068	0.016	-0.359	-3.727	-3.184	-10.4
0.983	0.999	1.0	0.651	1.202	0.734	3.51
0.864	0.993	0.966	-0.561	0.01	-0.021	2.07
0.908	0.997	0.994	-0.283	-0.066	0.024	-1.37
0.998	1.0	1.0	0.473	0.994	2.22	4.67
0.977	0.998	0.999	0.52	1.083	1.639	4.79
0.911	0.999	0.999	-1.166	0.209	0.414	2.55
0.449	0.008	0.055	-0.264	-5.151	-3.766	-8.9
0.997	1.0	1.0	0.53	2.17	1.142	5.71
0.014	0.189	0.84	-0.261	0.564	0.817	1.46
0.005	0.0	0.0	-0.14	0.06	0.168	0.868
0.811	0.99	0.965	-0.18	-0.136	-0.476	-2.63
0.998	1.0	0.999	0.651	0.719	0.434	3.27
0.997	1.0	1.0	0.509	0.339	2.937	2.73
0.495	0.29	0.981	-0.273	-0.517	-0.081	-3.81
0.929	0.218	0.365	-0.908	-2.084	-1.062	-9.18
0.971	1.0	1.0	0.462	1.205	2.173	3.82
0.183	0.925	0.656	-2.13	-1.402	-0.988	-8.17
0.965	1.0	0.999	-0.359	0.261	0.223	2.74
0.132	0.197	0.001	-0.375	-0.051	-0.965	-2.8
0.706	0.916	0.987	-0.449	0.035	-0.207	-1.32
0.872	0.998	1.0	-0.298	0.639	1.232	2.07
0.999	0.971	0.947	0.53	-0.875	-0.344	-4.78
0.002	0.0	0.0	-1.598	-1.724	-1.716	-6.84
0.001	0.0	0.0	0.428	-0.531	-0.394	-1.94
0.937	1.0	1.0	0.651	0.777	0.594	2.08
0.997	1.0	1.0	0.473	0.46	0.507	1.47
0.877	0.787	0.537	-0.332	-0.596	-0.727	-3.19
0.99	0.999	0.999	-0.18	0.037	0.516	0.394
0.02	0.021	0.274	-0.387	-0.381	0.381	-0.324
0.024	0.0	0.002	-0.674	-1.91	-2.281	-9.16
0.958	0.516	0.077	0.451	-2.308	-2.455	-9.58
0.985	0.999	0.991	-0.267	0.079	-0.063	1.93
0.035	0.06	0.46	-0.674	-1.922	-1.796	-8.52
0.974	0.999	0.999	0.55	0.726	0.262	2.47
0.987	1.0	1.0	-0.245	1.317	1.857	4.58
0.73	0.918	0.336	-2.166	-1.256	-1.524	-7.71
0.095	0.998	1.0	0.587	2.649	2.313	4.53
0.008	0.007	0.039	0.076	0.074	0.899	0.0
0.002	0.002	0.001	-1.926	-1.919	-2.318	0.0
0.818	0.986	0.995	0.651	1.5	0.092	2.88
0.989	0.989	0.667	-0.529	-0.643	-1.304	-5.23
0.974	1.0	1.0	0.455	1.329	0.428	2.13
0.001	0.003	0.0	-0.318	-1.851	-1.79	-9.94
0.271	0.54	0.974	0.165	-1.209	-0.387	-5.26
0.002	0.3	0.064	-0.14	0.236	0.02	0.563
0.999	1.0	1.0	0.651	1.595	0.712	3.28
0.526	0.996	0.999	-1.02	-0.19	0.297	-0.773
0.122	0.005	0.026	-0.819	-1.773	-1.663	-8.36
0.0	0.0	0.0	-1.874	-2.482	-2.482	-6.97
0.932	0.998	1.0	-0.478	0.473	2.015	3.47
0.992	1.0	1.0	0.645	2.819	4.892	5.92
0.987	1.0	1.0	0.484	0.682	0.742	4.29
0.0	0.0	0.0	-0.34	-0.531	-0.481	-1.9
0.995	1.0	1.0	0.457	1.066	2.318	3.01
0.238	0.573	0.776	0.0	-0.0	0.0	0.0
0.998	1.0	1.0	0.457	2.156	1.592	5.67
0.94	0.086	0.762	-0.47	-1.422	-0.729	-7.07
0.577	0.011	0.107	-1.114	-3.208	-1.62	-10.6
0.01	0.096	0.1	-1.151	-0.207	0.005	-0.301
0.964	0.997	0.997	-0.31	0.123	0.21	-0.92
0.035	0.019	0.176	0.457	-0.295	-0.371	-3.92
0.372	0.245	0.998	-0.777	-1.47	0.109	-6.31
0.533	0.999	0.99	0.557	0.307	-0.015	1.02
0.897	0.004	0.0	-0.804	-5.141	-5.651	-12.3
0.974	0.967	0.969	0.557	-0.449	-0.443	-2.2
0.0	0.0	0.837	-1.69	-1.612	-0.159	-5.01
0.984	0.973	0.979	0.525	-0.405	-0.274	-3.11
	0.0	0.009	0.0	0.0	-0.984	0.0
0.984	0.992	0.909	-0.393	0.483	0.142	0.845
0.988	0.999	1.0	0.651	1.046	0.518	1.43
0.996	0.997	0.996	0.53	-0.168	0.113	-1.5
0.612	0.998	1.0	0.559	2.467	1.755	4.31
0.941	0.785	1.0	0.457	2.134	4.666	4.67
0.998	0.999	0.998	0.53	0.181	0.256	1.04
0.105	0.954	0.996	0.557	0.87	1.029	2.62
0.005	0.0	0.001	-1.242	-1.242	-1.145	-0.226
0.079	0.001	0.013	0.544	0.011	0.261	-0.903
0.551	0.215	0.005	-1.927	-3.203	-3.729	-10.4
0.042	0.801	0.995	0.486	1.048	1.586	3.87
0.708	0.997	1.0	0.53	0.561	1.102	2.28
0.086	0.0	0.0	-1.162	-0.738	-0.843	-4.66
0.977	0.969	0.991	-0.377	-0.85	0.003	-4.25
0.398	0.944	0.993	-0.26	0.596	1.093	3.45
0.991	0.999	0.999	0.557	0.286	0.311	0.912
0.709	0.977	1.0	0.452	0.055	1.376	2.03
0.993	0.999	0.917	0.53	1.107	0.525	2.27
0.555	0.412	0.004	-0.777	-0.627	-0.924	-4.32
0.428	0.936	0.971	0.545	0.913	0.779	3.19
0.998	1.0	1.0	0.53	1.066	1.72	4.46
0.977	0.655	0.068	-0.14	-1.681	-2.059	-10.7
0.04	0.988	0.999	-1.429	0.084	0.388	1.86
0.964	1.0	1.0	0.557	1.374	0.709	3.78
0.324	0.0	0.0	0.5	-2.641	-1.173	-6.09
0.007	0.0	0.095	-1.672	-2.231	-1.368	-6.82
0.996	1.0	0.999	0.452	0.758	0.323	3.82
0.001	0.003	0.003	0.509	2.168	2.103	3.83
0.994	0.894	0.994	0.651	0.358	0.185	0.991
0.31	0.947	0.768	0.292	1.492	1.168	2.66
0.307	0.002	0.0	0.55	-1.485	-1.251	-8.24
0.028	0.392	0.15	-0.131	-0.168	-0.267	-1.97
0.978	0.748	0.831	-0.751	-1.663	-0.431	-6.68
0.033	0.0	0.0	0.299	-0.079	-0.694	-3.06
0.998	1.0	0.999	0.478	0.899	0.213	4.41
0.883	0.039	0.04	-0.307	-1.91	-1.686	-6.89
0.062	0.064	1.0	0.651	1.523	3.497	3.51
0.947	0.995	0.982	-0.803	-0.016	-0.111	-0.584
