dPSIZ	SR-	SR+	FAS6-	FAS6+	MES	dMES	MES+	MES-	MEC-MC?	MEC-CS?	MES-KM?	PESE-	PESE+	PESS-	PESS+
1.042	0.0000	0.0588							0.0	0.0	0.0	0.0000	0.0000		
0.267	0.0000	0.0102	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
	0.0	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0455
-0.445															
0.06															
-1.648	0.0000	0.0143	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0085	0.0000	0.0000
0.04	0.0000	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0100	0.0000	0.0000
	0.0065	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0217	0.0217	0.0000	0.0000
0.173															
-0.615															
-0.264	0.0286	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0909	0.0000		
	0.0026	0.0	0.0000	0.0000	6.8000	0.1700	-0.1700	0.1700	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.879	0.0714	0.0000	0.0000	0.7500					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.5000
	0.0003	0.0003	0.0000	0.0000	2.7500	0.7400	-0.7400	0.7400	0.0	1.0	0.0	0.0000	0.0008	0.0000	0.0000
-0.345															
0.673	0.0000	0.1111	0.0000	0.0000					0.0	0.0	0.0	0.5000	0.0000		
-0.354	0.0	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.604															
															
-0.687	0.0069	0.0205	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
															
	0.0000	0.0	0.0000	0.0000	5.6000	0.3000	0.3000	-0.3000	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
0.728	0.0000	0.0111	0.0000	0.0000					0.0	0.0	0.0	0.0513	0.0000	0.0000	0.0000
-0.218															
	0.0126	0.0063	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0	0.0000	0.0098	4.7300	0.5300	0.5300	-0.4500	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.355	0.0000	0.0000							0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0526	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.313	0.0426	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0526	0.0000	0.0000	0.1111
-0.189															
-1.433	0.0588	0.0000							0.0	0.0	0.0	0.0000	0.0000		
0.828	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.2857		
0.256															
-0.802	0.0000	0.0000	0.0000	0.0000	2.0300	5.8500	5.8500		0.0	1.0	0.0	0.0000	0.0000		
0.451	0.0444	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
-1.085	0.1500	0.0000			2.6900	0.5900	0.5900	-0.5900	0.0	1.0	0.0	0.5000	0.0000		
															
-0.366	0.0000	0.0000	0.1818	0.0000					0.0	0.0	0.0	0.2308	0.0000	0.0000	0.1000
1.454	0.0000	0.0345	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.593	0.0000	0.0000							0.0	0.0	0.0	0.0000	0.0000		
1.477	0.0000	0.0179	0.3333	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.2857
0.343	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0250	0.0000	0.0000
1.019	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0833	0.0000	0.0000
2.055	0.0000	0.0909	0.0000	0.0000	3.7400	0.3000	-0.3000	0.3000	0.0	1.0	0.0	0.0000	0.0000		
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0488	0.0000	0.0000
1.408	0.0625	0.1176			2.4800	0.3100	0.3100	-0.3100	0.0	1.0	0.0	0.0000	0.3750	0.0000	0.0000
1.293	0.0000	0.0000	0.0000	0.0000	7.2800	0.1000	0.1000	-0.1000	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.243	0.0000	0.0185	0.0000	0.4000	3.6800	4.5500		4.5500	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.3333
	0.0016	0.0016	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0042	0.0	0.0000	0.0000	10.7900	0.2400	0.2400	-0.2400	0.0	1.0	0.0	0.0128	0.0000		
0.013	0.0035	0.0035	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.625	0.0	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.4000
	0.0004	0.0004	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0096
-0.403															
															
-1.716	0.0000	0.0435							0.0	0.0	0.0	0.0000	0.0000		
-1.119	0.0000	0.0000	0.2500	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0103	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.2222
-1.203	0.0000	0.0185	0.0000	0.0000	4.7700	7.9400	7.9400	-1.6900	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
0.161	0.0556	0.0	0.2000	0.0000					0.0	0.0	0.0	0.1429	0.0000	0.0000	0.0000
0.081	0.0417	0.0000							0.0	0.0	0.0	0.0000	0.1875		
0.16	0.0333	0.0333	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0208	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
0.364	0.0000	0.0455							0.0	0.0	0.0	0.0385	0.0000	0.0000	0.0000
	0.0000	0.0000	0.0000	0.0000	2.1600	1.0900	1.0900		0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.867	0.0625	0.0625	0.0000	0.2000	2.1100	0.9900		0.9900	0.0	1.0	0.0	0.2857	0.0000	0.0000	0.0000
1.332															
-1.288	0.0	0.0435	0.0000	0.0000					0.0	0.0	0.0	0.0667	0.0667	0.0000	0.0000
	0.0000	0.0	0.0303	0.0000	4.4700	0.6200	0.6200	-0.6200	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.529	0.0	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.454	0.0000	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
1.074	0.0435	0.1200	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
	0.0142	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0115	0.0000	0.0000
0.398	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0000	0.0000	0.0000	5.9200	1.1200	-1.1200	1.1200	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.1739
-2.664															
-0.725															
0.987	0.1000	0.0000	0.0000	0.0000					0.0	0.0	0.0				
															
	0.0018	0.0000	0.0000	0.0000	3.1800	0.6700	0.6700	-0.6700	0.0	1.0	0.0	0.0045	0.0000	0.0000	0.0435
-0.392															
-0.024	0.0036	0.0000	0.0000	0.0370	7.8200	0.4500	-0.4500	0.4500	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0333
	0.0000	0.0	0.0000	0.0189					0.0	0.0	0.0	0.0000	0.0303	0.0000	0.0000
-2.888	0.1000	0.1000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.1000		
-0.98	0.0143	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.97	0.0000	0.0000			4.8100	0.3400	0.3400	-0.3400	0.0	1.0	0.0	0.0000	0.2500		
0.484	0.04	0.0204			3.2900	7.9500		7.9500	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
0.116	0.0000	0.0000	0.0000	0.6667					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.24	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0385	0.0000	0.0000	0.0000
0.664	0.0000	0.0000	0.0000	0.0000	2.4200	2.8900	2.8900		0.0	1.0	0.0	0.0000	0.0000		
-0.944	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0526	0.0000		
															
0.505	0.0000	0.0059	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0122	0.0000	0.0000
0.024	0.0312	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.939	0.0435	0.0435			6.3900	0.2900	-0.2900	0.2900	0.0	1.0	0.0	0.0667	0.0000		
-2.491	0.3333	0.0000							0.0	0.0	0.0	0.0000	0.0000		
	0.0031	0.0000	0.0143	0.0000	6.3500	0.8900	-0.8900	0.8900	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.271	0.0000	0.0	0.0000	0.0000					0.0	0.0	0.0	0.2308	0.0000		
-0.305	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.858	0.0189	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0417	0.0000	0.0000	0.0000
	0.0000	0.0000	0.0000	0.0000	9.7200	0.7800	-0.7800	0.7800	0.0	0.0	1.0	0.0000	0.0000	0.0000	0.0000
0.645															
0.661	0.0	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0769	0.0769
-1.285	0.0312	0.0312	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
	0.0000	0.0	0.0000	0.0000	4.1900	0.8300	0.8300	-0.8300	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
1.456	0.0	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.2308		
0.283	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.721	0.0400	0.04							0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0049	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0130	0.0000	0.0000	0.0000
0.39															
-0.914	0.0256	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0833	0.0000	0.0000
-0.477	0.0037	0.0	0.0000	0.0000	9.6500	4.5800	-4.5800	4.5800	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0	0.0	0.0000	0.0000	6.2500	0.1800	-0.1800	0.1800	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0345	0.0000	0.0000	2.2500	1.0600		1.0600	0.0	1.0	0.0	0.0000	0.0000		
0.761															
0.801	0.0135	0.0135	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
	0.0000	0.0	0.0000	0.0000	4.8400	0.4200	0.3400	0.4200	0.0	1.0	0.0	0.0099	0.0000	0.0000	0.0000
0.602	0.0000	0.0714	0.0000	0.0000	3.0900	1.9800		1.9800	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.739	0.0256	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0263	0.0000	0.0000	0.0000
	0.0065	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0146	0.0000	0.0000	0.0000
1.43															
	0.0000	0.0000	0.0000	0.0000	4.3100	0.5600	-0.5600	0.5600	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0028	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0101	0.0105	0.0000
0.071	0.0000	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.212															
0.236	0.0	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.638	0.0435	0.0435	0.1667	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-2.89	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		1.0000
-1.138	0.0476	0.0							0.0	0.0	0.0	0.1111	0.0000	0.0000	0.0000
1.75	0.0000	0.0	0.4000	0.0000	4.5200	8.9800		8.9800	0.0	1.0	0.0	0.0000	0.3636		
	0.0000	0.0015	0.0000	0.0000	2.3700	0.9700	0.9700		0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0068	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.321															
1.649	0.0357	0.0690	0.0000	0.0000	2.9300	5.8000	5.8000		0.0	1.0	0.0	0.0000	0.0870	0.0000	0.0000
	0.0175	0.0345	0.0000	0.0000					0.0	0.0	0.0	0.0833	0.0000	0.0000	0.0000
0.58	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0465	0.0000	0.0000	0.0000
	0.0062	0.0000	0.0000	0.0000	6.4400	0.1600	0.1600	-0.1600	0.0	1.0	0.0	0.0137	0.0000	0.0000	0.0000
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0059	0.0000	0.0000	0.0000
0.003	0.0000	0.0000	0.0000	0.0000	3.5700	0.6800	-0.6800	0.6800	0.0	1.0	0.0	0.1250	0.1250	0.0000	0.0000
	0.0000	0.0064	0.0952	0.0500	5.8400	2.8800	2.8800	-1.3500	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.168	0.027	0.0							0.0	0.0	0.0	0.0345	0.0000		
	0.0017	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0039	0.0039	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.754	0.0833	0.0833	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-2.256															
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0010	0.0010	0.0000	0.0000	7.2700	0.9500	0.9500	-0.9500	0.0	1.0	0.0	0.0000	0.0000	0.0023	0.0000
2.987	0.0909	0.1667	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.2500	0.0000
-1.59	0.0000	0.0000	0.0000	0.2000	6.1600	4.2900	4.2900		0.0	1.0	0.0	0.0588	0.0000	0.0000	0.0000
-0.686	0.0000	0.1250							0.0	0.0	0.0	0.2143	0.0000		
-1.339	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.469	0.0303	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0968	0.0000		
-0.83															
	0.0084	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0179	0.0000	0.0000	0.0000
-0.184	0.0370	0.0370	0.2500	0.0000					0.0	0.0	0.0	0.1053	0.0000	0.0000	0.0000
	0.0063	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0070	0.0000	0.0000	0.0000	2.3400	0.1800	0.1800	-0.1800	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.485															
-0.678	0.0000	0.0667	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.5000	0.0000
	0.0028	0.0000	0.0000	0.0000	7.6300	0.7400	-0.7400	0.7400	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.495	0.0476	0.0476	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
2.651	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
0.554	0.0909	0.0000			4.7100	0.4500	0.4500	-0.4500	0.0	1.0	0.0	0.0000	0.0000		
-0.16															
	0.0000	0.0000	0.0400	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
1.054	0.0000	0.0000	0.3333	0.0000	6.6500	7.7600		7.7600	0.0	1.0	0.0	0.0000	0.0000		
	0.0070	0.0	0.0000	0.0000	4.9700	0.3800	-0.3800	0.3800	0.0	1.0	0.0	0.0000	0.0200	0.0000	0.0000
	0.0089	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.77	0.0000	0.1111	0.0000	0.0000	5.0300	0.6200	-0.6200	0.6200	0.0	1.0	0.0	0.0000	0.0000	0.2857	0.0000
0.526	0.0000	0.0000			6.8500	0.2200	0.2200	-0.2200	0.0	1.0	0.0	0.0000	0.0000		
-0.216	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.5000
2.896	0.0000	0.0667	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.4000		
1.127	0.0000	0.0000							0.0	0.0	0.0	0.0000	0.0000	0.3636	0.0000
-0.224	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
1.494	0.0000	0.2308	0.0000	0.0000	4.5500	0.8000	0.8000	-0.8000	0.0	1.0	0.0	0.0000	0.0000		
	0.0000	0.0011	0.0000	0.0000	3.6000	7.9500	7.9500		0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0083	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0	0.0058	0.0000	0.0000					0.0	0.0	0.0	0.0149	0.0000	0.0000	0.0000
0.584	0.0000	0.0000							0.0	0.0	0.0	0.0000	0.0000		
	0.0032	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
1.045	0.0000	0.0000	0.2500	0.0000	6.2900	0.4500	0.4500	-0.4500	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.868															
-0.189	0.0	0.0952	0.0000	0.0000	3.1800	0.5100	-0.5100	0.5100	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.626															
-2.281	0.1667	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.4000	0.0000	0.0000	0.0000
0.453	0.0811	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
0.406	0.0571	0.0	0.0000	0.0000	2.5800	0.9100		0.9100	0.0	1.0	0.0	0.0000	0.0000		
1.083	0.0000	0.0025	0.0000	0.0000					0.0	0.0	0.0	0.0052	0.0000	0.0000	0.0080
-1.184	0.0000	0.0063	0.0000	0.0000	5.9800	5.7400		5.7400	0.0	1.0	0.0	0.0000	0.0119	0.0000	0.0000
0.455	0.0000	0.0067	0.0000	0.0000	6.4900	2.9700	-0.5900	2.9700	0.0	1.0	0.0	0.0169	0.0000	0.0000	0.0000
-1.218	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.232	0.0000	0.0455	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
	0.0155	0.0155	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.79															
0.412															
0.974	0.0667	0.0667	0.0000	0.3333					0.0	0.0	0.0	0.0000	0.0000	0.5000	0.0000
	0.0000	0.0	0.0000	0.0000	3.4300	7.9600	7.9600		0.0	1.0	0.0	0.0067	0.0067	0.0000	0.0000
-0.5	0.0	0.0645	0.0000	0.0000	3.0000	7.9500	7.9500		0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.104	0.0294	0.0000							0.0	0.0	0.0	0.1765	0.0000	0.0000	0.0000
	0.0000	0.0000	0.0000	0.0000	3.0200	6.5800		6.5800	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0014	0.0000	0.0000					0.0	0.0	0.0	0.0037	0.0037	0.0000	0.0000
-1.096															
2.454	0.08	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
-0.072															
	0.0000	0.0088	0.0000	0.0000	4.0500	0.1800	0.1800	-0.1800	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0077
0.469	0.0000	0.0303	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-2.924															
															
-0.522	0.0034	0.0000	0.0000	0.0217					0.0	0.0	0.0	0.0080	0.0000	0.0000	0.0000
	0.0120	0.0040	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.278	0.0179	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0098	0.0098	0.0000	0.0000	6.1600	1.7400	1.7400	-1.1400	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0078	0.0952	0.0500	9.9900	7.6500	7.6500	-0.4800	0.0	1.0	0.0	0.0000	0.0000	0.1000	0.0000
2.273															
	0.0047	0.0000	0.0000	0.0000	2.3700	0.6300		0.6300	0.0	1.0	0.0	0.0000	0.0154	0.0000	0.0000
0.967															
	0.0023	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0081	0.0000	0.0000	0.0000
	0.0000	0.0105	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
0.069	0.0043	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.076															
0.596	0.0526	0.027	0.0000	0.0000	3.4400	1.4100	-1.4100	1.4100	0.0	1.0	0.0	0.0000	0.0000		
0.637	0.1333	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
0.057	0.0000	0.0079	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.454	0.0	0.0							0.0	0.0	0.0	0.0000	0.0500	0.0000	0.0000
1.136															
	0.0069	0.0034	0.0000	0.0000					0.0	0.0	0.0	0.0161	0.0000	0.0048	0.0000
0.069															
0.31															
-0.95	0.0000	0.0000	0.0000	0.2857	4.9000	7.7500	7.7500		0.0	1.0	0.0	0.0000	0.0000	0.0000	0.2500
-0.567	0.0	0.0	0.0000	0.0000	8.9900	0.3500	-0.3500	0.3500	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.1667
-0.376															
0.718															
	0.0071	0.0210	0.0000	0.0000	7.4400	0.5800	0.5800	-0.5800	0.0	1.0	0.0	0.0000	0.0196	0.0000	0.0000
	0.0000	0.0021	0.0000	0.0000	8.0100	0.8200	0.8200	-0.8200	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
1.194	0.1429	0.0000							0.0	0.0	0.0	0.0000	0.0714	0.0000	0.0000
															
	0.0061	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.944															
0.827	0.0357	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0048	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0074	0.0000	0.0000
	0.0053	0.0053	0.0000	0.0000	5.9500	1.9500	-1.9500	1.9500	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.343	0.0000	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.5000
-0.473	0.0	0.0	0.0000	0.0000	9.4800	0.1400	0.1400	-0.1400	0.0	0.0	1.0	0.0000	0.0000	0.0000	0.0000
-1.223	0.0000	0.0000							0.0	0.0	0.0	0.0000	0.0000		
	0.0100	0.0000	0.0000	0.0000	3.8900	1.4700	-1.4700	1.4700	0.0	1.0	0.0	0.0000	0.0385	0.0000	0.0000
	0.0000	0.0116	0.1053	0.0000	5.9800	8.5000	0.7900	8.5000	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0455
-0.285	0.0097	0.0000	0.0000	0.1667					0.0	0.0	0.0	0.0256	0.0000	0.0000	0.0000
															
															
-0.213	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.505															
-1.703	0.2000	0.3333							0.0	0.0	0.0			0.0000	0.0000
	0.0061	0.003	0.0000	0.0370					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0074	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.663	0.0106	0.0000	0.0000	0.0000	6.0100	8.3600	7.2000	8.3600	1.0	1.0	0.0	0.0000	0.0100	0.0000	0.0000
-0.926	0.0103	0.0103	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.2	0.0044	0.0044	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.029															
0.099															
-1.295	0.1333	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
1.303															
	0.0400	0.0000	0.0000	0.6667					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0038	0.0013	0.0000	0.0000	3.9300	0.6200	-0.6200	0.6200	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.964															
	0.0048	0.0024	0.0175	0.0000	6.9000	6.9000	2.1600	6.9000	1.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0049	0.0049	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.493	0.0154	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0294	0.0000	0.0000	0.0000
0.36	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
-0.411	0.1579	0.0000							0.0	0.0	0.0	0.0000	0.0000		
0.408	0.0588	0.0000		1.0000					0.0	0.0	0.0	0.0000	0.1667	0.2500	0.2500
-2.021	0.0000	0.0556	0.0000	0.0000					0.0	0.0	0.0	0.1429	0.0000	0.0000	0.0000
-0.965	0.1111	0.0000							0.0	0.0	0.0	0.0714	0.0000		1.0000
0.986	0.0000	0.0000			11.0800	8.3700	8.3700	-0.7200	0.0	1.0	1.0	0.0000	0.0000	0.0000	0.0000
-0.028															
															
1.558	0.0000	0.0833	0.3333	0.0000	2.0700	0.6700		0.6700	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.089	0.1364	0.0							0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.6															
0.019	0.0	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.021	0.1250	0.0							0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0012	0.0012	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
1.062	0.0667	0.1250							0.0	0.0	0.0	0.0000	0.0000		
-0.386	0.0000	0.0667	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
1.849															
-0.204	0.0000	0.0000	0.0000	0.3333					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.66															
-0.213	0.0164	0.0164	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0833	0.0000
0.037															
-2.69	0.0667	0.0667							0.0	0.0	0.0	0.0000	0.0000		
	0.0	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0435	0.0000	0.0000
-1.45															
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0022	0.0000	0.0000	0.0000
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
